data_creazione,attivo,cliente_id,nome,email,negozio_id,cognome,indirizzo_id
2006-02-14 22:04:36,1,164,JOANN,JOANN.GARDNER@sakilacustomer.org,2,GARDNER,168
2006-02-14 22:04:37,1,362,NICHOLAS,NICHOLAS.BARFIELD@sakilacustomer.org,1,BARFIELD,367
2006-02-14 22:04:36,1,103,GLADYS,GLADYS.HAMILTON@sakilacustomer.org,1,HAMILTON,107
2006-02-14 22:04:37,1,497,GILBERT,GILBERT.SLEDGE@sakilacustomer.org,2,SLEDGE,502
2006-02-14 22:04:37,1,503,ANGEL,ANGEL.BARCLAY@sakilacustomer.org,1,BARCLAY,508
2006-02-14 22:04:36,1,227,COLLEEN,COLLEEN.BURTON@sakilacustomer.org,1,BURTON,231
2006-02-14 22:04:36,1,129,CARRIE,CARRIE.PORTER@sakilacustomer.org,1,PORTER,133
2006-02-14 22:04:37,1,398,ANTONIO,ANTONIO.MEEK@sakilacustomer.org,1,MEEK,403
2006-02-14 22:04:37,1,570,IVAN,IVAN.CROMWELL@sakilacustomer.org,2,CROMWELL,576
2006-02-14 22:04:37,1,316,STEVEN,STEVEN.CURLEY@sakilacustomer.org,1,CURLEY,321
2006-02-14 22:04:36,1,49,JOYCE,JOYCE.EDWARDS@sakilacustomer.org,2,EDWARDS,53
2006-02-14 22:04:37,1,471,DEAN,DEAN.SAUER@sakilacustomer.org,1,SAUER,476
2006-02-14 22:04:37,1,438,BARRY,BARRY.LOVELACE@sakilacustomer.org,1,LOVELACE,443
2006-02-14 22:04:37,1,583,MARSHALL,MARSHALL.THORN@sakilacustomer.org,1,THORN,589
2006-02-14 22:04:36,1,267,MARGIE,MARGIE.WADE@sakilacustomer.org,1,WADE,272
2006-02-14 22:04:36,1,33,ANNA,ANNA.HILL@sakilacustomer.org,2,HILL,37
2006-02-14 22:04:36,1,219,WILLIE,WILLIE.HOWELL@sakilacustomer.org,2,HOWELL,223
2006-02-14 22:04:37,1,529,ERIK,ERIK.GUILLEN@sakilacustomer.org,2,GUILLEN,535
2006-02-14 22:04:37,1,397,JIMMY,JIMMY.SCHRADER@sakilacustomer.org,1,SCHRADER,402
2006-02-14 22:04:36,1,48,ANN,ANN.EVANS@sakilacustomer.org,1,EVANS,52
2006-02-14 22:04:37,1,445,MICHEAL,MICHEAL.FORMAN@sakilacustomer.org,1,FORMAN,450
2006-02-14 22:04:37,1,299,JAMES,JAMES.GANNON@sakilacustomer.org,2,GANNON,304
2006-02-14 22:04:37,1,422,MELVIN,MELVIN.ELLINGTON@sakilacustomer.org,1,ELLINGTON,427
2006-02-14 22:04:37,1,532,NEIL,NEIL.RENNER@sakilacustomer.org,2,RENNER,538
2006-02-14 22:04:37,1,305,RICHARD,RICHARD.MCCRARY@sakilacustomer.org,1,MCCRARY,310
2006-02-14 22:04:37,1,388,CRAIG,CRAIG.MORRELL@sakilacustomer.org,2,MORRELL,393
2006-02-14 22:04:37,1,274,NAOMI,NAOMI.JENNINGS@sakilacustomer.org,1,JENNINGS,279
2006-02-14 22:04:37,1,403,MIKE,MIKE.WAY@sakilacustomer.org,1,WAY,408
2006-02-14 22:04:37,1,391,CLARENCE,CLARENCE.GAMEZ@sakilacustomer.org,1,GAMEZ,396
2006-02-14 22:04:36,1,230,JOY,JOY.GEORGE@sakilacustomer.org,2,GEORGE,234
2006-02-14 22:04:36,1,47,FRANCES,FRANCES.PARKER@sakilacustomer.org,1,PARKER,51
2006-02-14 22:04:37,1,396,EARL,EARL.SHANKS@sakilacustomer.org,1,SHANKS,401
2006-02-14 22:04:37,0,482,MAURICE,MAURICE.CRAWLEY@sakilacustomer.org,1,CRAWLEY,487
2006-02-14 22:04:37,1,437,RANDALL,RANDALL.NEUMANN@sakilacustomer.org,2,NEUMANN,442
2006-02-14 22:04:37,1,369,FRED,FRED.WHEAT@sakilacustomer.org,2,WHEAT,374
2006-02-14 22:04:37,1,279,DIANNE,DIANNE.SHELTON@sakilacustomer.org,2,SHELTON,284
2006-02-14 22:04:36,1,56,GLORIA,GLORIA.COOK@sakilacustomer.org,1,COOK,60
2006-02-14 22:04:37,1,423,ALFRED,ALFRED.CASILLAS@sakilacustomer.org,2,CASILLAS,428
2006-02-14 22:04:37,1,530,DARRYL,DARRYL.ASHCRAFT@sakilacustomer.org,2,ASHCRAFT,536
2006-02-14 22:04:36,1,235,JACKIE,JACKIE.LYNCH@sakilacustomer.org,1,LYNCH,239
