active,address_id,email,last_name,customer_id,store_id,first_name,create_date
1,5,MARY.SMITH@sakilacustomer.org,SMITH,1,1,MARY,2006-02-14 22:04:36
1,6,PATRICIA.JOHNSON@sakilacustomer.org,JOHNSON,2,1,PATRICIA,2006-02-14 22:04:36
1,7,LINDA.WILLIAMS@sakilacustomer.org,WILLIAMS,3,1,LINDA,2006-02-14 22:04:36
1,8,BARBARA.JONES@sakilacustomer.org,JONES,4,2,BARBARA,2006-02-14 22:04:36
1,9,ELIZABETH.BROWN@sakilacustomer.org,BROWN,5,1,ELIZABETH,2006-02-14 22:04:36
1,10,JENNIFER.DAVIS@sakilacustomer.org,DAVIS,6,2,JENNIFER,2006-02-14 22:04:36
1,11,MARIA.MILLER@sakilacustomer.org,MILLER,7,1,MARIA,2006-02-14 22:04:36
1,12,SUSAN.WILSON@sakilacustomer.org,WILSON,8,2,SUSAN,2006-02-14 22:04:36
1,13,MARGARET.MOORE@sakilacustomer.org,MOORE,9,2,MARGARET,2006-02-14 22:04:36
1,14,DOROTHY.TAYLOR@sakilacustomer.org,TAYLOR,10,1,DOROTHY,2006-02-14 22:04:36
1,15,LISA.ANDERSON@sakilacustomer.org,ANDERSON,11,2,LISA,2006-02-14 22:04:36
1,16,NANCY.THOMAS@sakilacustomer.org,THOMAS,12,1,NANCY,2006-02-14 22:04:36
1,17,KAREN.JACKSON@sakilacustomer.org,JACKSON,13,2,KAREN,2006-02-14 22:04:36
1,18,BETTY.WHITE@sakilacustomer.org,WHITE,14,2,BETTY,2006-02-14 22:04:36
1,19,HELEN.HARRIS@sakilacustomer.org,HARRIS,15,1,HELEN,2006-02-14 22:04:36
0,20,SANDRA.MARTIN@sakilacustomer.org,MARTIN,16,2,SANDRA,2006-02-14 22:04:36
1,21,DONNA.THOMPSON@sakilacustomer.org,THOMPSON,17,1,DONNA,2006-02-14 22:04:36
1,22,CAROL.GARCIA@sakilacustomer.org,GARCIA,18,2,CAROL,2006-02-14 22:04:36
1,23,RUTH.MARTINEZ@sakilacustomer.org,MARTINEZ,19,1,RUTH,2006-02-14 22:04:36
1,24,SHARON.ROBINSON@sakilacustomer.org,ROBINSON,20,2,SHARON,2006-02-14 22:04:36
1,25,MICHELLE.CLARK@sakilacustomer.org,CLARK,21,1,MICHELLE,2006-02-14 22:04:36
1,26,LAURA.RODRIGUEZ@sakilacustomer.org,RODRIGUEZ,22,1,LAURA,2006-02-14 22:04:36
1,27,SARAH.LEWIS@sakilacustomer.org,LEWIS,23,2,SARAH,2006-02-14 22:04:36
1,28,KIMBERLY.LEE@sakilacustomer.org,LEE,24,2,KIMBERLY,2006-02-14 22:04:36
1,29,DEBORAH.WALKER@sakilacustomer.org,WALKER,25,1,DEBORAH,2006-02-14 22:04:36
1,30,JESSICA.HALL@sakilacustomer.org,HALL,26,2,JESSICA,2006-02-14 22:04:36
1,31,SHIRLEY.ALLEN@sakilacustomer.org,ALLEN,27,2,SHIRLEY,2006-02-14 22:04:36
1,32,CYNTHIA.YOUNG@sakilacustomer.org,YOUNG,28,1,CYNTHIA,2006-02-14 22:04:36
