cliente_id,data_creazione,attivo,cognome,negozio_id,nome,email,indirizzo_id
1,2006-02-14 22:04:36,1,SMITH,1,MARY,MARY.SMITH@sakilacustomer.org,5
2,2006-02-14 22:04:36,1,JOHNSON,1,PATRICIA,PATRICIA.JOHNSON@sakilacustomer.org,6
3,2006-02-14 22:04:36,1,WILLIAMS,1,LINDA,LINDA.WILLIAMS@sakilacustomer.org,7
4,2006-02-14 22:04:36,1,JONES,2,BARBARA,BARBARA.JONES@sakilacustomer.org,8
5,2006-02-14 22:04:36,1,BROWN,1,ELIZABETH,ELIZABETH.BROWN@sakilacustomer.org,9
6,2006-02-14 22:04:36,1,DAVIS,2,JENNIFER,JENNIFER.DAVIS@sakilacustomer.org,10
7,2006-02-14 22:04:36,1,MILLER,1,MARIA,MARIA.MILLER@sakilacustomer.org,11
8,2006-02-14 22:04:36,1,WILSON,2,SUSAN,SUSAN.WILSON@sakilacustomer.org,12
9,2006-02-14 22:04:36,1,MOORE,2,MARGARET,MARGARET.MOORE@sakilacustomer.org,13
10,2006-02-14 22:04:36,1,TAYLOR,1,DOROTHY,DOROTHY.TAYLOR@sakilacustomer.org,14
11,2006-02-14 22:04:36,1,ANDERSON,2,LISA,LISA.ANDERSON@sakilacustomer.org,15
12,2006-02-14 22:04:36,1,THOMAS,1,NANCY,NANCY.THOMAS@sakilacustomer.org,16
13,2006-02-14 22:04:36,1,JACKSON,2,KAREN,KAREN.JACKSON@sakilacustomer.org,17
14,2006-02-14 22:04:36,1,WHITE,2,BETTY,BETTY.WHITE@sakilacustomer.org,18
15,2006-02-14 22:04:36,1,HARRIS,1,HELEN,HELEN.HARRIS@sakilacustomer.org,19
16,2006-02-14 22:04:36,0,MARTIN,2,SANDRA,SANDRA.MARTIN@sakilacustomer.org,20
17,2006-02-14 22:04:36,1,THOMPSON,1,DONNA,DONNA.THOMPSON@sakilacustomer.org,21
18,2006-02-14 22:04:36,1,GARCIA,2,CAROL,CAROL.GARCIA@sakilacustomer.org,22
19,2006-02-14 22:04:36,1,MARTINEZ,1,RUTH,RUTH.MARTINEZ@sakilacustomer.org,23
20,2006-02-14 22:04:36,1,ROBINSON,2,SHARON,SHARON.ROBINSON@sakilacustomer.org,24
21,2006-02-14 22:04:36,1,CLARK,1,MICHELLE,MICHELLE.CLARK@sakilacustomer.org,25
22,2006-02-14 22:04:36,1,RODRIGUEZ,1,LAURA,LAURA.RODRIGUEZ@sakilacustomer.org,26
23,2006-02-14 22:04:36,1,LEWIS,2,SARAH,SARAH.LEWIS@sakilacustomer.org,27
24,2006-02-14 22:04:36,1,LEE,2,KIMBERLY,KIMBERLY.LEE@sakilacustomer.org,28
25,2006-02-14 22:04:36,1,WALKER,1,DEBORAH,DEBORAH.WALKER@sakilacustomer.org,29
26,2006-02-14 22:04:36,1,HALL,2,JESSICA,JESSICA.HALL@sakilacustomer.org,30
27,2006-02-14 22:04:36,1,ALLEN,2,SHIRLEY,SHIRLEY.ALLEN@sakilacustomer.org,31
28,2006-02-14 22:04:36,1,YOUNG,1,CYNTHIA,CYNTHIA.YOUNG@sakilacustomer.org,32
29,2006-02-14 22:04:36,1,HERNANDEZ,2,ANGELA,ANGELA.HERNANDEZ@sakilacustomer.org,33
30,2006-02-14 22:04:36,1,KING,1,MELISSA,MELISSA.KING@sakilacustomer.org,34
31,2006-02-14 22:04:36,1,WRIGHT,2,BRENDA,BRENDA.WRIGHT@sakilacustomer.org,35
32,2006-02-14 22:04:36,1,LOPEZ,1,AMY,AMY.LOPEZ@sakilacustomer.org,36
33,2006-02-14 22:04:36,1,HILL,2,ANNA,ANNA.HILL@sakilacustomer.org,37
34,2006-02-14 22:04:36,1,SCOTT,2,REBECCA,REBECCA.SCOTT@sakilacustomer.org,38
35,2006-02-14 22:04:36,1,GREEN,2,VIRGINIA,VIRGINIA.GREEN@sakilacustomer.org,39
36,2006-02-14 22:04:36,1,ADAMS,2,KATHLEEN,KATHLEEN.ADAMS@sakilacustomer.org,40
37,2006-02-14 22:04:36,1,BAKER,1,PAMELA,PAMELA.BAKER@sakilacustomer.org,41
38,2006-02-14 22:04:36,1,GONZALEZ,1,MARTHA,MARTHA.GONZALEZ@sakilacustomer.org,42
39,2006-02-14 22:04:36,1,NELSON,1,DEBRA,DEBRA.NELSON@sakilacustomer.org,43
40,2006-02-14 22:04:36,1,CARTER,2,AMANDA,AMANDA.CARTER@sakilacustomer.org,44
41,2006-02-14 22:04:36,1,MITCHELL,1,STEPHANIE,STEPHANIE.MITCHELL@sakilacustomer.org,45
42,2006-02-14 22:04:36,1,PEREZ,2,CAROLYN,CAROLYN.PEREZ@sakilacustomer.org,46
43,2006-02-14 22:04:36,1,ROBERTS,2,CHRISTINE,CHRISTINE.ROBERTS@sakilacustomer.org,47
44,2006-02-14 22:04:36,1,TURNER,1,MARIE,MARIE.TURNER@sakilacustomer.org,48
45,2006-02-14 22:04:36,1,PHILLIPS,1,JANET,JANET.PHILLIPS@sakilacustomer.org,49
46,2006-02-14 22:04:36,1,CAMPBELL,2,CATHERINE,CATHERINE.CAMPBELL@sakilacustomer.org,50
47,2006-02-14 22:04:36,1,PARKER,1,FRANCES,FRANCES.PARKER@sakilacustomer.org,51
48,2006-02-14 22:04:36,1,EVANS,1,ANN,ANN.EVANS@sakilacustomer.org,52
49,2006-02-14 22:04:36,1,EDWARDS,2,JOYCE,JOYCE.EDWARDS@sakilacustomer.org,53
50,2006-02-14 22:04:36,1,COLLINS,1,DIANE,DIANE.COLLINS@sakilacustomer.org,54
51,2006-02-14 22:04:36,1,STEWART,1,ALICE,ALICE.STEWART@sakilacustomer.org,55
52,2006-02-14 22:04:36,1,SANCHEZ,1,JULIE,JULIE.SANCHEZ@sakilacustomer.org,56
53,2006-02-14 22:04:36,1,MORRIS,1,HEATHER,HEATHER.MORRIS@sakilacustomer.org,57
54,2006-02-14 22:04:36,1,ROGERS,1,TERESA,TERESA.ROGERS@sakilacustomer.org,58
55,2006-02-14 22:04:36,1,REED,2,DORIS,DORIS.REED@sakilacustomer.org,59
56,2006-02-14 22:04:36,1,COOK,1,GLORIA,GLORIA.COOK@sakilacustomer.org,60
57,2006-02-14 22:04:36,1,MORGAN,2,EVELYN,EVELYN.MORGAN@sakilacustomer.org,61
58,2006-02-14 22:04:36,1,BELL,1,JEAN,JEAN.BELL@sakilacustomer.org,62
59,2006-02-14 22:04:36,1,MURPHY,1,CHERYL,CHERYL.MURPHY@sakilacustomer.org,63
60,2006-02-14 22:04:36,1,BAILEY,1,MILDRED,MILDRED.BAILEY@sakilacustomer.org,64
61,2006-02-14 22:04:36,1,RIVERA,2,KATHERINE,KATHERINE.RIVERA@sakilacustomer.org,65
62,2006-02-14 22:04:36,1,COOPER,1,JOAN,JOAN.COOPER@sakilacustomer.org,66
63,2006-02-14 22:04:36,1,RICHARDSON,1,ASHLEY,ASHLEY.RICHARDSON@sakilacustomer.org,67
64,2006-02-14 22:04:36,0,COX,2,JUDITH,JUDITH.COX@sakilacustomer.org,68
65,2006-02-14 22:04:36,1,HOWARD,2,ROSE,ROSE.HOWARD@sakilacustomer.org,69
66,2006-02-14 22:04:36,1,WARD,2,JANICE,JANICE.WARD@sakilacustomer.org,70
67,2006-02-14 22:04:36,1,TORRES,1,KELLY,KELLY.TORRES@sakilacustomer.org,71
68,2006-02-14 22:04:36,1,PETERSON,1,NICOLE,NICOLE.PETERSON@sakilacustomer.org,72
69,2006-02-14 22:04:36,1,GRAY,2,JUDY,JUDY.GRAY@sakilacustomer.org,73
70,2006-02-14 22:04:36,1,RAMIREZ,2,CHRISTINA,CHRISTINA.RAMIREZ@sakilacustomer.org,74
71,2006-02-14 22:04:36,1,JAMES,1,KATHY,KATHY.JAMES@sakilacustomer.org,75
72,2006-02-14 22:04:36,1,WATSON,2,THERESA,THERESA.WATSON@sakilacustomer.org,76
73,2006-02-14 22:04:36,1,BROOKS,2,BEVERLY,BEVERLY.BROOKS@sakilacustomer.org,77
74,2006-02-14 22:04:36,1,KELLY,1,DENISE,DENISE.KELLY@sakilacustomer.org,78
75,2006-02-14 22:04:36,1,SANDERS,2,TAMMY,TAMMY.SANDERS@sakilacustomer.org,79
76,2006-02-14 22:04:36,1,PRICE,2,IRENE,IRENE.PRICE@sakilacustomer.org,80
77,2006-02-14 22:04:36,1,BENNETT,2,JANE,JANE.BENNETT@sakilacustomer.org,81
78,2006-02-14 22:04:36,1,WOOD,1,LORI,LORI.WOOD@sakilacustomer.org,82
79,2006-02-14 22:04:36,1,BARNES,1,RACHEL,RACHEL.BARNES@sakilacustomer.org,83
80,2006-02-14 22:04:36,1,ROSS,1,MARILYN,MARILYN.ROSS@sakilacustomer.org,84
81,2006-02-14 22:04:36,1,HENDERSON,1,ANDREA,ANDREA.HENDERSON@sakilacustomer.org,85
82,2006-02-14 22:04:36,1,COLEMAN,1,KATHRYN,KATHRYN.COLEMAN@sakilacustomer.org,86
83,2006-02-14 22:04:36,1,JENKINS,1,LOUISE,LOUISE.JENKINS@sakilacustomer.org,87
84,2006-02-14 22:04:36,1,PERRY,2,SARA,SARA.PERRY@sakilacustomer.org,88
85,2006-02-14 22:04:36,1,POWELL,2,ANNE,ANNE.POWELL@sakilacustomer.org,89
86,2006-02-14 22:04:36,1,LONG,2,JACQUELINE,JACQUELINE.LONG@sakilacustomer.org,90
87,2006-02-14 22:04:36,1,PATTERSON,1,WANDA,WANDA.PATTERSON@sakilacustomer.org,91
88,2006-02-14 22:04:36,1,HUGHES,2,BONNIE,BONNIE.HUGHES@sakilacustomer.org,92
89,2006-02-14 22:04:36,1,FLORES,1,JULIA,JULIA.FLORES@sakilacustomer.org,93
90,2006-02-14 22:04:36,1,WASHINGTON,2,RUBY,RUBY.WASHINGTON@sakilacustomer.org,94
91,2006-02-14 22:04:36,1,BUTLER,2,LOIS,LOIS.BUTLER@sakilacustomer.org,95
92,2006-02-14 22:04:36,1,SIMMONS,2,TINA,TINA.SIMMONS@sakilacustomer.org,96
93,2006-02-14 22:04:36,1,FOSTER,1,PHYLLIS,PHYLLIS.FOSTER@sakilacustomer.org,97
94,2006-02-14 22:04:36,1,GONZALES,1,NORMA,NORMA.GONZALES@sakilacustomer.org,98
95,2006-02-14 22:04:36,1,BRYANT,2,PAULA,PAULA.BRYANT@sakilacustomer.org,99
96,2006-02-14 22:04:36,1,ALEXANDER,1,DIANA,DIANA.ALEXANDER@sakilacustomer.org,100
97,2006-02-14 22:04:36,1,RUSSELL,2,ANNIE,ANNIE.RUSSELL@sakilacustomer.org,101
98,2006-02-14 22:04:36,1,GRIFFIN,1,LILLIAN,LILLIAN.GRIFFIN@sakilacustomer.org,102
99,2006-02-14 22:04:36,1,DIAZ,2,EMILY,EMILY.DIAZ@sakilacustomer.org,103
100,2006-02-14 22:04:36,1,HAYES,1,ROBIN,ROBIN.HAYES@sakilacustomer.org,104
101,2006-02-14 22:04:36,1,MYERS,1,PEGGY,PEGGY.MYERS@sakilacustomer.org,105
102,2006-02-14 22:04:36,1,FORD,1,CRYSTAL,CRYSTAL.FORD@sakilacustomer.org,106
103,2006-02-14 22:04:36,1,HAMILTON,1,GLADYS,GLADYS.HAMILTON@sakilacustomer.org,107
