payment_id,customer_id,staff_id,rental_id,amount,payment_date,customer_store_id,customer_first_name,customer_last_name,customer_email,customer_active,customer_create_date,customer_address_id,customer_address,customer_address2,customer_district,customer_city_id,customer_postal_code,customer_phone,customer_city,customer_country_id,customer_country,staff_first_name,staff_last_name,staff_email,staff_store_id,staff_active,staff_username,staff_password,staff_address_id,staff_address,staff_address2,staff_district,staff_postal_code,staff_phone,staff_city_id,staff_city,staff_country_id,staff_country,staff_store_manager_staff_id,staff_store_address_id,staff_store_address,staff_store_address2,staff_store_district,staff_store_city_id,staff_store_postal_code,staff_store_phone,staff_store_city,staff_store_country_id,staff_store_country,staff_store_manager_first_name,staff_store_manager_last_name,staff_store_manager_email,staff_store_manager_store_id,staff_store_manager_active,staff_store_manager_username,staff_store_manager_password,staff_store_manager_address_id,staff_store_manager_address,staff_store_manager_address2,staff_store_manager_district,staff_store_manager_postal_code,staff_store_manager_phone,staff_store_manager_city_id,staff_store_manager_city,staff_store_manager_country_id,staff_store_manager_country,customer_store_manager_staff_id,customer_store_address_id,customer_store_address,customer_store_address2,customer_store_district,customer_store_city_id,customer_store_postal_code,customer_store_phone,customer_store_city,customer_store_country_id,customer_store_country,customer_store_manager_first_name,customer_store_manager_last_name,customer_store_manager_email,customer_store_manager_store_id,customer_store_manager_active,customer_store_manager_username,customer_store_manager_password,customer_store_manager_address_id,customer_store_manager_address,customer_store_manager_address2,customer_store_manager_district,customer_store_manager_postal_code,customer_store_manager_phone,customer_store_manager_city_id,customer_store_manager_city,customer_store_manager_country_id,customer_store_manager_country,rental_date,inventory_id,rcustomer_id,return_date,rstaff_id,film_id,store_id,film_title,film_description,film_release_year,film_language,film_original_language_id,film_rental_duration,film_rental_rate,film_length,film_replacement_cost,film_rating
14975,559,1,8631,1.99,2005-07-29 14:08:06,2,EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,1,2006-02-14 22:04:37,565,1741 Hoshiarpur Boulevard,,al-Sharqiya,79,22372,855066328617,Bilbays,29,Egypt,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-07-29 14:08:06,98,559,2005-08-05 14:57:06,1,19,2,AMADEUS HOLY,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,2006,English,,6,0.99,113,20.99,PG
166,6,1,11727,0.99,2005-08-17 08:12:20,2,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,2006-02-14 22:04:36,10,1795 Santiago de Compostela Way,,Texas,295,18743,860452626434,Laredo,103,United States,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-08-17 08:12:20,98,6,2005-08-19 12:45:20,1,19,2,AMADEUS HOLY,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,2006,English,,6,0.99,113,20.99,PG
14986,559,1,13845,5.99,2005-08-20 14:31:21,2,EVERETT,BANDA,EVERETT.BANDA@sakilacustomer.org,1,2006-02-14 22:04:37,565,1741 Hoshiarpur Boulevard,,al-Sharqiya,79,22372,855066328617,Bilbays,29,Egypt,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-08-20 14:31:21,3993,559,2005-08-29 18:29:21,1,870,1,SWARM GOLD,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,2006,English,,4,0.99,123,12.99,PG-13
6331,235,1,8120,0.99,2005-07-28 19:24:24,1,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,1,2006-02-14 22:04:36,239,98 Stara Zagora Boulevard,,Valle,96,76448,610173756082,Buenaventura,24,Colombia,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2005-07-28 19:24:24,3993,235,2005-07-31 14:31:24,2,870,1,SWARM GOLD,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,2006,English,,4,0.99,123,12.99,PG-13
1283,46,1,13226,0.99,2005-08-19 16:05:36,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,1,2006-02-14 22:04:36,50,46 Pjatigorsk Lane,,Moscow (City),343,23616,262076994845,Moscow,80,Russian Federation,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-08-19 16:05:36,2850,46,2005-08-21 10:07:36,2,625,1,NONE SPIKING,A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse,2006,English,,3,0.99,83,18.99,NC-17
1277,46,1,11721,0.99,2005-08-17 07:49:17,2,CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,1,2006-02-14 22:04:36,50,46 Pjatigorsk Lane,,Moscow (City),343,23616,262076994845,Moscow,80,Russian Federation,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-08-17 07:49:17,1923,46,2005-08-18 04:08:17,1,418,1,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,English,,5,0.99,157,27.99,PG-13
10599,391,1,4716,0.99,2005-07-08 12:18:51,1,CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,1,2006-02-14 22:04:37,396,767 Pyongyang Drive,,Osaka,229,83536,667736124769,Izumisano,50,Japan,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2005-07-08 12:18:51,1923,391,2005-07-11 11:06:51,2,418,1,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,English,,5,0.99,157,27.99,PG-13
14562,541,1,8322,4.99,2005-07-29 03:52:49,2,DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org,1,2006-02-14 22:04:37,547,379 Lublin Parkway,,Toscana,309,74568,921960450089,Livorno,49,Italy,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-07-29 03:52:49,301,541,2005-08-02 22:53:49,1,68,1,BETRAYED REAR,A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank,2006,English,,5,4.99,122,26.99,NC-17
109,5,1,1085,6.99,2005-05-31 11:15:43,1,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,2006-02-14 22:04:36,9,53 Idfu Parkway,,Nantou,361,42399,10655648674,Nantou,92,Taiwan,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2005-05-31 11:15:43,301,5,2005-06-07 12:02:43,1,68,1,BETRAYED REAR,A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank,2006,English,,5,4.99,122,26.99,NC-17
14564,541,1,10306,5.99,2005-08-01 04:19:18,2,DARREN,WINDHAM,DARREN.WINDHAM@sakilacustomer.org,1,2006-02-14 22:04:37,547,379 Lublin Parkway,,Toscana,309,74568,921960450089,Livorno,49,Italy,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-08-01 04:19:18,2819,541,2005-08-09 02:16:18,1,619,2,NEIGHBORS CHARADE,A Fanciful Reflection of a Crocodile And a Astronaut who must Outrace a Feminist in An Abandoned Amusement Park,2006,English,,3,0.99,161,20.99,R
