store_id,active,first_name,create_date,last_name,address,email,address2,address_id,customer_id,district,postal_code,phone,city_id
1,1,MARY,2006-02-14 22:04:36,SMITH,1913 Hanoi Way,MARY.SMITH@sakilacustomer.org,,5,1,Nagasaki,35200,28303384290,463
1,1,PATRICIA,2006-02-14 22:04:36,JOHNSON,1121 Loja Avenue,PATRICIA.JOHNSON@sakilacustomer.org,,6,2,California,17886,838635286649,449
1,1,LINDA,2006-02-14 22:04:36,WILLIAMS,692 Joliet Street,LINDA.WILLIAMS@sakilacustomer.org,,7,3,Attika,83579,448477190408,38
2,1,BARBARA,2006-02-14 22:04:36,JONES,1566 Inegöl Manor,BARBARA.JONES@sakilacustomer.org,,8,4,Mandalay,53561,705814003527,349
1,1,ELIZABETH,2006-02-14 22:04:36,BROWN,53 Idfu Parkway,ELIZABETH.BROWN@sakilacustomer.org,,9,5,Nantou,42399,10655648674,361
2,1,JENNIFER,2006-02-14 22:04:36,DAVIS,1795 Santiago de Compostela Way,JENNIFER.DAVIS@sakilacustomer.org,,10,6,Texas,18743,860452626434,295
1,1,MARIA,2006-02-14 22:04:36,MILLER,900 Santiago de Compostela Parkway,MARIA.MILLER@sakilacustomer.org,,11,7,Central Serbia,93896,716571220373,280
2,1,SUSAN,2006-02-14 22:04:36,WILSON,478 Joliet Way,SUSAN.WILSON@sakilacustomer.org,,12,8,Hamilton,77948,657282285970,200
2,1,MARGARET,2006-02-14 22:04:36,MOORE,613 Korolev Drive,MARGARET.MOORE@sakilacustomer.org,,13,9,Masqat,45844,380657522649,329
1,1,DOROTHY,2006-02-14 22:04:36,TAYLOR,1531 Salé Drive,DOROTHY.TAYLOR@sakilacustomer.org,,14,10,Esfahan,53628,648856936185,162
2,1,LISA,2006-02-14 22:04:36,ANDERSON,1542 Tarlac Parkway,LISA.ANDERSON@sakilacustomer.org,,15,11,Kanagawa,1027,635297277345,440
1,1,NANCY,2006-02-14 22:04:36,THOMAS,808 Bhopal Manor,NANCY.THOMAS@sakilacustomer.org,,16,12,Haryana,10672,465887807014,582
2,1,KAREN,2006-02-14 22:04:36,JACKSON,270 Amroha Parkway,KAREN.JACKSON@sakilacustomer.org,,17,13,Osmaniye,29610,695479687538,384
2,1,BETTY,2006-02-14 22:04:36,WHITE,770 Bydgoszcz Avenue,BETTY.WHITE@sakilacustomer.org,,18,14,California,16266,517338314235,120
1,1,HELEN,2006-02-14 22:04:36,HARRIS,419 Iligan Lane,HELEN.HARRIS@sakilacustomer.org,,19,15,Madhya Pradesh,72878,990911107354,76
2,0,SANDRA,2006-02-14 22:04:36,MARTIN,360 Toulouse Parkway,SANDRA.MARTIN@sakilacustomer.org,,20,16,England,54308,949312333307,495
1,1,DONNA,2006-02-14 22:04:36,THOMPSON,270 Toulon Boulevard,DONNA.THOMPSON@sakilacustomer.org,,21,17,Kalmykia,81766,407752414682,156
2,1,CAROL,2006-02-14 22:04:36,GARCIA,320 Brest Avenue,CAROL.GARCIA@sakilacustomer.org,,22,18,Kaduna,43331,747791594069,252
1,1,RUTH,2006-02-14 22:04:36,MARTINEZ,1417 Lancaster Avenue,RUTH.MARTINEZ@sakilacustomer.org,,23,19,Northern Cape,72192,272572357893,267
2,1,SHARON,2006-02-14 22:04:36,ROBINSON,1688 Okara Way,SHARON.ROBINSON@sakilacustomer.org,,24,20,Nothwest Border Prov,21954,144453869132,327
1,1,MICHELLE,2006-02-14 22:04:36,CLARK,262 A Coruña (La Coruña) Parkway,MICHELLE.CLARK@sakilacustomer.org,,25,21,Dhaka,34418,892775750063,525
1,1,LAURA,2006-02-14 22:04:36,RODRIGUEZ,28 Charlotte Amalie Street,LAURA.RODRIGUEZ@sakilacustomer.org,,26,22,Rabat-Sal-Zammour-Z,37551,161968374323,443
2,1,SARAH,2006-02-14 22:04:36,LEWIS,1780 Hino Boulevard,SARAH.LEWIS@sakilacustomer.org,,27,23,Liepaja,7716,902731229323,303
2,1,KIMBERLY,2006-02-14 22:04:36,LEE,96 Tafuna Way,KIMBERLY.LEE@sakilacustomer.org,,28,24,Córdoba,99865,934730187245,128
1,1,DEBORAH,2006-02-14 22:04:36,WALKER,934 San Felipe de Puerto Plata Street,DEBORAH.WALKER@sakilacustomer.org,,29,25,Sind,99780,196495945706,472
2,1,JESSICA,2006-02-14 22:04:36,HALL,18 Duisburg Boulevard,JESSICA.HALL@sakilacustomer.org,,30,26,,58327,998009777982,121
2,1,SHIRLEY,2006-02-14 22:04:36,ALLEN,217 Botshabelo Place,SHIRLEY.ALLEN@sakilacustomer.org,,31,27,Southern Mindanao,49521,665356572025,138
1,1,CYNTHIA,2006-02-14 22:04:36,YOUNG,1425 Shikarpur Manor,CYNTHIA.YOUNG@sakilacustomer.org,,32,28,Bihar,65599,678220867005,346
2,1,ANGELA,2006-02-14 22:04:36,HERNANDEZ,786 Aurora Avenue,ANGELA.HERNANDEZ@sakilacustomer.org,,33,29,Yamaguchi,65750,18461860151,474
1,1,MELISSA,2006-02-14 22:04:36,KING,1668 Anápolis Street,MELISSA.KING@sakilacustomer.org,,34,30,Taipei,50199,525255540978,316
