active,create_date,first_name,address,email,address2,city_id,last_name,customer_id,address_id,district,store_id,phone,postal_code
1,2006-02-14 22:04:36,MARY,1913 Hanoi Way,MARY.SMITH@sakilacustomer.org,,463,SMITH,1,5,Nagasaki,1,28303384290,35200
1,2006-02-14 22:04:36,PATRICIA,1121 Loja Avenue,PATRICIA.JOHNSON@sakilacustomer.org,,449,JOHNSON,2,6,California,1,838635286649,17886
1,2006-02-14 22:04:36,LINDA,692 Joliet Street,LINDA.WILLIAMS@sakilacustomer.org,,38,WILLIAMS,3,7,Attika,1,448477190408,83579
1,2006-02-14 22:04:36,BARBARA,1566 Inegöl Manor,BARBARA.JONES@sakilacustomer.org,,349,JONES,4,8,Mandalay,2,705814003527,53561
1,2006-02-14 22:04:36,ELIZABETH,53 Idfu Parkway,ELIZABETH.BROWN@sakilacustomer.org,,361,BROWN,5,9,Nantou,1,10655648674,42399
1,2006-02-14 22:04:36,JENNIFER,1795 Santiago de Compostela Way,JENNIFER.DAVIS@sakilacustomer.org,,295,DAVIS,6,10,Texas,2,860452626434,18743
1,2006-02-14 22:04:36,MARIA,900 Santiago de Compostela Parkway,MARIA.MILLER@sakilacustomer.org,,280,MILLER,7,11,Central Serbia,1,716571220373,93896
1,2006-02-14 22:04:36,SUSAN,478 Joliet Way,SUSAN.WILSON@sakilacustomer.org,,200,WILSON,8,12,Hamilton,2,657282285970,77948
1,2006-02-14 22:04:36,MARGARET,613 Korolev Drive,MARGARET.MOORE@sakilacustomer.org,,329,MOORE,9,13,Masqat,2,380657522649,45844
1,2006-02-14 22:04:36,DOROTHY,1531 Salé Drive,DOROTHY.TAYLOR@sakilacustomer.org,,162,TAYLOR,10,14,Esfahan,1,648856936185,53628
1,2006-02-14 22:04:36,LISA,1542 Tarlac Parkway,LISA.ANDERSON@sakilacustomer.org,,440,ANDERSON,11,15,Kanagawa,2,635297277345,1027
1,2006-02-14 22:04:36,NANCY,808 Bhopal Manor,NANCY.THOMAS@sakilacustomer.org,,582,THOMAS,12,16,Haryana,1,465887807014,10672
1,2006-02-14 22:04:36,KAREN,270 Amroha Parkway,KAREN.JACKSON@sakilacustomer.org,,384,JACKSON,13,17,Osmaniye,2,695479687538,29610
1,2006-02-14 22:04:36,BETTY,770 Bydgoszcz Avenue,BETTY.WHITE@sakilacustomer.org,,120,WHITE,14,18,California,2,517338314235,16266
1,2006-02-14 22:04:36,HELEN,419 Iligan Lane,HELEN.HARRIS@sakilacustomer.org,,76,HARRIS,15,19,Madhya Pradesh,1,990911107354,72878
0,2006-02-14 22:04:36,SANDRA,360 Toulouse Parkway,SANDRA.MARTIN@sakilacustomer.org,,495,MARTIN,16,20,England,2,949312333307,54308
1,2006-02-14 22:04:36,DONNA,270 Toulon Boulevard,DONNA.THOMPSON@sakilacustomer.org,,156,THOMPSON,17,21,Kalmykia,1,407752414682,81766
1,2006-02-14 22:04:36,CAROL,320 Brest Avenue,CAROL.GARCIA@sakilacustomer.org,,252,GARCIA,18,22,Kaduna,2,747791594069,43331
1,2006-02-14 22:04:36,RUTH,1417 Lancaster Avenue,RUTH.MARTINEZ@sakilacustomer.org,,267,MARTINEZ,19,23,Northern Cape,1,272572357893,72192
1,2006-02-14 22:04:36,SHARON,1688 Okara Way,SHARON.ROBINSON@sakilacustomer.org,,327,ROBINSON,20,24,Nothwest Border Prov,2,144453869132,21954
1,2006-02-14 22:04:36,MICHELLE,262 A Coruña (La Coruña) Parkway,MICHELLE.CLARK@sakilacustomer.org,,525,CLARK,21,25,Dhaka,1,892775750063,34418
1,2006-02-14 22:04:36,LAURA,28 Charlotte Amalie Street,LAURA.RODRIGUEZ@sakilacustomer.org,,443,RODRIGUEZ,22,26,Rabat-Sal-Zammour-Z,1,161968374323,37551
1,2006-02-14 22:04:36,SARAH,1780 Hino Boulevard,SARAH.LEWIS@sakilacustomer.org,,303,LEWIS,23,27,Liepaja,2,902731229323,7716
1,2006-02-14 22:04:36,KIMBERLY,96 Tafuna Way,KIMBERLY.LEE@sakilacustomer.org,,128,LEE,24,28,Córdoba,2,934730187245,99865
