address_id,first_name,create_date,email,last_name,store_id,active,customer_id
5,MARY,2006-02-14 22:04:36,MARY.SMITH@sakilacustomer.org,SMITH,1,1,1
6,PATRICIA,2006-02-14 22:04:36,PATRICIA.JOHNSON@sakilacustomer.org,JOHNSON,1,1,2
7,LINDA,2006-02-14 22:04:36,LINDA.WILLIAMS@sakilacustomer.org,WILLIAMS,1,1,3
8,BARBARA,2006-02-14 22:04:36,BARBARA.JONES@sakilacustomer.org,JONES,2,1,4
9,ELIZABETH,2006-02-14 22:04:36,ELIZABETH.BROWN@sakilacustomer.org,BROWN,1,1,5
10,JENNIFER,2006-02-14 22:04:36,JENNIFER.DAVIS@sakilacustomer.org,DAVIS,2,1,6
11,MARIA,2006-02-14 22:04:36,MARIA.MILLER@sakilacustomer.org,MILLER,1,1,7
12,SUSAN,2006-02-14 22:04:36,SUSAN.WILSON@sakilacustomer.org,WILSON,2,1,8
13,MARGARET,2006-02-14 22:04:36,MARGARET.MOORE@sakilacustomer.org,MOORE,2,1,9
14,DOROTHY,2006-02-14 22:04:36,DOROTHY.TAYLOR@sakilacustomer.org,TAYLOR,1,1,10
15,LISA,2006-02-14 22:04:36,LISA.ANDERSON@sakilacustomer.org,ANDERSON,2,1,11
16,NANCY,2006-02-14 22:04:36,NANCY.THOMAS@sakilacustomer.org,THOMAS,1,1,12
17,KAREN,2006-02-14 22:04:36,KAREN.JACKSON@sakilacustomer.org,JACKSON,2,1,13
18,BETTY,2006-02-14 22:04:36,BETTY.WHITE@sakilacustomer.org,WHITE,2,1,14
19,HELEN,2006-02-14 22:04:36,HELEN.HARRIS@sakilacustomer.org,HARRIS,1,1,15
20,SANDRA,2006-02-14 22:04:36,SANDRA.MARTIN@sakilacustomer.org,MARTIN,2,0,16
21,DONNA,2006-02-14 22:04:36,DONNA.THOMPSON@sakilacustomer.org,THOMPSON,1,1,17
22,CAROL,2006-02-14 22:04:36,CAROL.GARCIA@sakilacustomer.org,GARCIA,2,1,18
23,RUTH,2006-02-14 22:04:36,RUTH.MARTINEZ@sakilacustomer.org,MARTINEZ,1,1,19
24,SHARON,2006-02-14 22:04:36,SHARON.ROBINSON@sakilacustomer.org,ROBINSON,2,1,20
25,MICHELLE,2006-02-14 22:04:36,MICHELLE.CLARK@sakilacustomer.org,CLARK,1,1,21
26,LAURA,2006-02-14 22:04:36,LAURA.RODRIGUEZ@sakilacustomer.org,RODRIGUEZ,1,1,22
27,SARAH,2006-02-14 22:04:36,SARAH.LEWIS@sakilacustomer.org,LEWIS,2,1,23
28,KIMBERLY,2006-02-14 22:04:36,KIMBERLY.LEE@sakilacustomer.org,LEE,2,1,24
29,DEBORAH,2006-02-14 22:04:36,DEBORAH.WALKER@sakilacustomer.org,WALKER,1,1,25
30,JESSICA,2006-02-14 22:04:36,JESSICA.HALL@sakilacustomer.org,HALL,2,1,26
31,SHIRLEY,2006-02-14 22:04:36,SHIRLEY.ALLEN@sakilacustomer.org,ALLEN,2,1,27
32,CYNTHIA,2006-02-14 22:04:36,CYNTHIA.YOUNG@sakilacustomer.org,YOUNG,1,1,28
33,ANGELA,2006-02-14 22:04:36,ANGELA.HERNANDEZ@sakilacustomer.org,HERNANDEZ,2,1,29
34,MELISSA,2006-02-14 22:04:36,MELISSA.KING@sakilacustomer.org,KING,1,1,30
35,BRENDA,2006-02-14 22:04:36,BRENDA.WRIGHT@sakilacustomer.org,WRIGHT,2,1,31
36,AMY,2006-02-14 22:04:36,AMY.LOPEZ@sakilacustomer.org,LOPEZ,1,1,32
37,ANNA,2006-02-14 22:04:36,ANNA.HILL@sakilacustomer.org,HILL,2,1,33
38,REBECCA,2006-02-14 22:04:36,REBECCA.SCOTT@sakilacustomer.org,SCOTT,2,1,34
39,VIRGINIA,2006-02-14 22:04:36,VIRGINIA.GREEN@sakilacustomer.org,GREEN,2,1,35
40,KATHLEEN,2006-02-14 22:04:36,KATHLEEN.ADAMS@sakilacustomer.org,ADAMS,2,1,36
