phone,first_name,address2,store_id,active,address,postal_code,district,customer_id,email,last_name,create_date,city_id,address_id
28303384290,MARY,,1,1,1913 Hanoi Way,35200,Nagasaki,1,MARY.SMITH@sakilacustomer.org,SMITH,2006-02-14 22:04:36,463,5
838635286649,PATRICIA,,1,1,1121 Loja Avenue,17886,California,2,PATRICIA.JOHNSON@sakilacustomer.org,JOHNSON,2006-02-14 22:04:36,449,6
448477190408,LINDA,,1,1,692 Joliet Street,83579,Attika,3,LINDA.WILLIAMS@sakilacustomer.org,WILLIAMS,2006-02-14 22:04:36,38,7
705814003527,BARBARA,,2,1,1566 Inegl Manor,53561,Mandalay,4,BARBARA.JONES@sakilacustomer.org,JONES,2006-02-14 22:04:36,349,8
10655648674,ELIZABETH,,1,1,53 Idfu Parkway,42399,Nantou,5,ELIZABETH.BROWN@sakilacustomer.org,BROWN,2006-02-14 22:04:36,361,9
860452626434,JENNIFER,,2,1,1795 Santiago de Compostela Way,18743,Texas,6,JENNIFER.DAVIS@sakilacustomer.org,DAVIS,2006-02-14 22:04:36,295,10
716571220373,MARIA,,1,1,900 Santiago de Compostela Parkway,93896,Central Serbia,7,MARIA.MILLER@sakilacustomer.org,MILLER,2006-02-14 22:04:36,280,11
657282285970,SUSAN,,2,1,478 Joliet Way,77948,Hamilton,8,SUSAN.WILSON@sakilacustomer.org,WILSON,2006-02-14 22:04:36,200,12
380657522649,MARGARET,,2,1,613 Korolev Drive,45844,Masqat,9,MARGARET.MOORE@sakilacustomer.org,MOORE,2006-02-14 22:04:36,329,13
648856936185,DOROTHY,,1,1,1531 Sal Drive,53628,Esfahan,10,DOROTHY.TAYLOR@sakilacustomer.org,TAYLOR,2006-02-14 22:04:36,162,14
635297277345,LISA,,2,1,1542 Tarlac Parkway,1027,Kanagawa,11,LISA.ANDERSON@sakilacustomer.org,ANDERSON,2006-02-14 22:04:36,440,15
465887807014,NANCY,,1,1,808 Bhopal Manor,10672,Haryana,12,NANCY.THOMAS@sakilacustomer.org,THOMAS,2006-02-14 22:04:36,582,16
695479687538,KAREN,,2,1,270 Amroha Parkway,29610,Osmaniye,13,KAREN.JACKSON@sakilacustomer.org,JACKSON,2006-02-14 22:04:36,384,17
517338314235,BETTY,,2,1,770 Bydgoszcz Avenue,16266,California,14,BETTY.WHITE@sakilacustomer.org,WHITE,2006-02-14 22:04:36,120,18
990911107354,HELEN,,1,1,419 Iligan Lane,72878,Madhya Pradesh,15,HELEN.HARRIS@sakilacustomer.org,HARRIS,2006-02-14 22:04:36,76,19
949312333307,SANDRA,,2,0,360 Toulouse Parkway,54308,England,16,SANDRA.MARTIN@sakilacustomer.org,MARTIN,2006-02-14 22:04:36,495,20
407752414682,DONNA,,1,1,270 Toulon Boulevard,81766,Kalmykia,17,DONNA.THOMPSON@sakilacustomer.org,THOMPSON,2006-02-14 22:04:36,156,21
747791594069,CAROL,,2,1,320 Brest Avenue,43331,Kaduna,18,CAROL.GARCIA@sakilacustomer.org,GARCIA,2006-02-14 22:04:36,252,22
272572357893,RUTH,,1,1,1417 Lancaster Avenue,72192,Northern Cape,19,RUTH.MARTINEZ@sakilacustomer.org,MARTINEZ,2006-02-14 22:04:36,267,23
144453869132,SHARON,,2,1,1688 Okara Way,21954,Nothwest Border Prov,20,SHARON.ROBINSON@sakilacustomer.org,ROBINSON,2006-02-14 22:04:36,327,24
892775750063,MICHELLE,,1,1,262 A Corua (La Corua) Parkway,34418,Dhaka,21,MICHELLE.CLARK@sakilacustomer.org,CLARK,2006-02-14 22:04:36,525,25
161968374323,LAURA,,1,1,28 Charlotte Amalie Street,37551,Rabat-Sal-Zammour-Z,22,LAURA.RODRIGUEZ@sakilacustomer.org,RODRIGUEZ,2006-02-14 22:04:36,443,26
902731229323,SARAH,,2,1,1780 Hino Boulevard,7716,Liepaja,23,SARAH.LEWIS@sakilacustomer.org,LEWIS,2006-02-14 22:04:36,303,27
934730187245,KIMBERLY,,2,1,96 Tafuna Way,99865,Crdoba,24,KIMBERLY.LEE@sakilacustomer.org,LEE,2006-02-14 22:04:36,128,28
196495945706,DEBORAH,,1,1,934 San Felipe de Puerto Plata Street,99780,Sind,25,DEBORAH.WALKER@sakilacustomer.org,WALKER,2006-02-14 22:04:36,472,29
998009777982,JESSICA,,2,1,18 Duisburg Boulevard,58327,,26,JESSICA.HALL@sakilacustomer.org,HALL,2006-02-14 22:04:36,121,30
665356572025,SHIRLEY,,2,1,217 Botshabelo Place,49521,Southern Mindanao,27,SHIRLEY.ALLEN@sakilacustomer.org,ALLEN,2006-02-14 22:04:36,138,31
678220867005,CYNTHIA,,1,1,1425 Shikarpur Manor,65599,Bihar,28,CYNTHIA.YOUNG@sakilacustomer.org,YOUNG,2006-02-14 22:04:36,346,32
18461860151,ANGELA,,2,1,786 Aurora Avenue,65750,Yamaguchi,29,ANGELA.HERNANDEZ@sakilacustomer.org,HERNANDEZ,2006-02-14 22:04:36,474,33
525255540978,MELISSA,,1,1,1668 Anpolis Street,50199,Taipei,30,MELISSA.KING@sakilacustomer.org,KING,2006-02-14 22:04:36,316,34
745994947458,BRENDA,,2,1,33 Gorontalo Way,30348,West Bengali,31,BRENDA.WRIGHT@sakilacustomer.org,WRIGHT,2006-02-14 22:04:36,257,35
627705991774,AMY,,1,1,176 Mandaluyong Place,65213,Uttar Pradesh,32,AMY.LOPEZ@sakilacustomer.org,LOPEZ,2006-02-14 22:04:36,239,36
911872220378,ANNA,,2,1,127 Purnea (Purnia) Manor,79388,Piemonte,33,ANNA.HILL@sakilacustomer.org,HILL,2006-02-14 22:04:36,17,37
708403338270,REBECCA,,2,1,61 Tama Street,94065,Okayama,34,REBECCA.SCOTT@sakilacustomer.org,SCOTT,2006-02-14 22:04:36,284,38
440512153169,VIRGINIA,,2,1,391 Callao Drive,34021,Midi-Pyrnes,35,VIRGINIA.GREEN@sakilacustomer.org,GREEN,2006-02-14 22:04:36,544,39
481183273622,KATHLEEN,,2,1,334 Munger (Monghyr) Lane,38145,Markazi,36,KATHLEEN.ADAMS@sakilacustomer.org,ADAMS,2006-02-14 22:04:36,31,40
912257250465,PAMELA,,1,1,1440 Fukuyama Loop,47929,Henan,37,PAMELA.BAKER@sakilacustomer.org,BAKER,2006-02-14 22:04:36,362,41
489783829737,MARTHA,,1,1,269 Cam Ranh Parkway,34689,Chisinau,38,MARTHA.GONZALEZ@sakilacustomer.org,GONZALEZ,2006-02-14 22:04:36,115,42
378318851631,DEBRA,,1,1,306 Antofagasta Place,3989,Esprito Santo,39,DEBRA.NELSON@sakilacustomer.org,NELSON,2006-02-14 22:04:36,569,43
680768868518,AMANDA,,2,1,671 Graz Street,94399,Oriental,40,AMANDA.CARTER@sakilacustomer.org,CARTER,2006-02-14 22:04:36,353,44
