store_id,address_id,first_name,last_name,active,create_date,customer_id,email
1,5,MARY,SMITH,1,2006-02-14 22:04:36,1,MARY.SMITH@sakilacustomer.org
1,6,PATRICIA,JOHNSON,1,2006-02-14 22:04:36,2,PATRICIA.JOHNSON@sakilacustomer.org
1,7,LINDA,WILLIAMS,1,2006-02-14 22:04:36,3,LINDA.WILLIAMS@sakilacustomer.org
2,8,BARBARA,JONES,1,2006-02-14 22:04:36,4,BARBARA.JONES@sakilacustomer.org
1,9,ELIZABETH,BROWN,1,2006-02-14 22:04:36,5,ELIZABETH.BROWN@sakilacustomer.org
2,10,JENNIFER,DAVIS,1,2006-02-14 22:04:36,6,JENNIFER.DAVIS@sakilacustomer.org
1,11,MARIA,MILLER,1,2006-02-14 22:04:36,7,MARIA.MILLER@sakilacustomer.org
2,12,SUSAN,WILSON,1,2006-02-14 22:04:36,8,SUSAN.WILSON@sakilacustomer.org
2,13,MARGARET,MOORE,1,2006-02-14 22:04:36,9,MARGARET.MOORE@sakilacustomer.org
1,14,DOROTHY,TAYLOR,1,2006-02-14 22:04:36,10,DOROTHY.TAYLOR@sakilacustomer.org
2,15,LISA,ANDERSON,1,2006-02-14 22:04:36,11,LISA.ANDERSON@sakilacustomer.org
1,16,NANCY,THOMAS,1,2006-02-14 22:04:36,12,NANCY.THOMAS@sakilacustomer.org
2,17,KAREN,JACKSON,1,2006-02-14 22:04:36,13,KAREN.JACKSON@sakilacustomer.org
2,18,BETTY,WHITE,1,2006-02-14 22:04:36,14,BETTY.WHITE@sakilacustomer.org
1,19,HELEN,HARRIS,1,2006-02-14 22:04:36,15,HELEN.HARRIS@sakilacustomer.org
2,20,SANDRA,MARTIN,0,2006-02-14 22:04:36,16,SANDRA.MARTIN@sakilacustomer.org
1,21,DONNA,THOMPSON,1,2006-02-14 22:04:36,17,DONNA.THOMPSON@sakilacustomer.org
2,22,CAROL,GARCIA,1,2006-02-14 22:04:36,18,CAROL.GARCIA@sakilacustomer.org
1,23,RUTH,MARTINEZ,1,2006-02-14 22:04:36,19,RUTH.MARTINEZ@sakilacustomer.org
2,24,SHARON,ROBINSON,1,2006-02-14 22:04:36,20,SHARON.ROBINSON@sakilacustomer.org
1,25,MICHELLE,CLARK,1,2006-02-14 22:04:36,21,MICHELLE.CLARK@sakilacustomer.org
1,26,LAURA,RODRIGUEZ,1,2006-02-14 22:04:36,22,LAURA.RODRIGUEZ@sakilacustomer.org
2,27,SARAH,LEWIS,1,2006-02-14 22:04:36,23,SARAH.LEWIS@sakilacustomer.org
2,28,KIMBERLY,LEE,1,2006-02-14 22:04:36,24,KIMBERLY.LEE@sakilacustomer.org
1,29,DEBORAH,WALKER,1,2006-02-14 22:04:36,25,DEBORAH.WALKER@sakilacustomer.org
2,30,JESSICA,HALL,1,2006-02-14 22:04:36,26,JESSICA.HALL@sakilacustomer.org
2,31,SHIRLEY,ALLEN,1,2006-02-14 22:04:36,27,SHIRLEY.ALLEN@sakilacustomer.org
1,32,CYNTHIA,YOUNG,1,2006-02-14 22:04:36,28,CYNTHIA.YOUNG@sakilacustomer.org
2,33,ANGELA,HERNANDEZ,1,2006-02-14 22:04:36,29,ANGELA.HERNANDEZ@sakilacustomer.org
1,34,MELISSA,KING,1,2006-02-14 22:04:36,30,MELISSA.KING@sakilacustomer.org
2,35,BRENDA,WRIGHT,1,2006-02-14 22:04:36,31,BRENDA.WRIGHT@sakilacustomer.org
1,36,AMY,LOPEZ,1,2006-02-14 22:04:36,32,AMY.LOPEZ@sakilacustomer.org
2,37,ANNA,HILL,1,2006-02-14 22:04:36,33,ANNA.HILL@sakilacustomer.org
2,38,REBECCA,SCOTT,1,2006-02-14 22:04:36,34,REBECCA.SCOTT@sakilacustomer.org
2,39,VIRGINIA,GREEN,1,2006-02-14 22:04:36,35,VIRGINIA.GREEN@sakilacustomer.org
2,40,KATHLEEN,ADAMS,1,2006-02-14 22:04:36,36,KATHLEEN.ADAMS@sakilacustomer.org
1,41,PAMELA,BAKER,1,2006-02-14 22:04:36,37,PAMELA.BAKER@sakilacustomer.org
1,42,MARTHA,GONZALEZ,1,2006-02-14 22:04:36,38,MARTHA.GONZALEZ@sakilacustomer.org
1,43,DEBRA,NELSON,1,2006-02-14 22:04:36,39,DEBRA.NELSON@sakilacustomer.org
2,44,AMANDA,CARTER,1,2006-02-14 22:04:36,40,AMANDA.CARTER@sakilacustomer.org
1,45,STEPHANIE,MITCHELL,1,2006-02-14 22:04:36,41,STEPHANIE.MITCHELL@sakilacustomer.org
2,46,CAROLYN,PEREZ,1,2006-02-14 22:04:36,42,CAROLYN.PEREZ@sakilacustomer.org
2,47,CHRISTINE,ROBERTS,1,2006-02-14 22:04:36,43,CHRISTINE.ROBERTS@sakilacustomer.org
1,48,MARIE,TURNER,1,2006-02-14 22:04:36,44,MARIE.TURNER@sakilacustomer.org
1,49,JANET,PHILLIPS,1,2006-02-14 22:04:36,45,JANET.PHILLIPS@sakilacustomer.org
2,50,CATHERINE,CAMPBELL,1,2006-02-14 22:04:36,46,CATHERINE.CAMPBELL@sakilacustomer.org
1,51,FRANCES,PARKER,1,2006-02-14 22:04:36,47,FRANCES.PARKER@sakilacustomer.org
1,52,ANN,EVANS,1,2006-02-14 22:04:36,48,ANN.EVANS@sakilacustomer.org
2,53,JOYCE,EDWARDS,1,2006-02-14 22:04:36,49,JOYCE.EDWARDS@sakilacustomer.org
1,54,DIANE,COLLINS,1,2006-02-14 22:04:36,50,DIANE.COLLINS@sakilacustomer.org
1,55,ALICE,STEWART,1,2006-02-14 22:04:36,51,ALICE.STEWART@sakilacustomer.org
1,56,JULIE,SANCHEZ,1,2006-02-14 22:04:36,52,JULIE.SANCHEZ@sakilacustomer.org
