last_name,store_id,address_id,customer_id,first_name,email,create_date,active
SMITH,1,5,1,MARY,MARY.SMITH@sakilacustomer.org,2006-02-14 22:04:36,1
JOHNSON,1,6,2,PATRICIA,PATRICIA.JOHNSON@sakilacustomer.org,2006-02-14 22:04:36,1
WILLIAMS,1,7,3,LINDA,LINDA.WILLIAMS@sakilacustomer.org,2006-02-14 22:04:36,1
JONES,2,8,4,BARBARA,BARBARA.JONES@sakilacustomer.org,2006-02-14 22:04:36,1
BROWN,1,9,5,ELIZABETH,ELIZABETH.BROWN@sakilacustomer.org,2006-02-14 22:04:36,1
DAVIS,2,10,6,JENNIFER,JENNIFER.DAVIS@sakilacustomer.org,2006-02-14 22:04:36,1
MILLER,1,11,7,MARIA,MARIA.MILLER@sakilacustomer.org,2006-02-14 22:04:36,1
WILSON,2,12,8,SUSAN,SUSAN.WILSON@sakilacustomer.org,2006-02-14 22:04:36,1
MOORE,2,13,9,MARGARET,MARGARET.MOORE@sakilacustomer.org,2006-02-14 22:04:36,1
TAYLOR,1,14,10,DOROTHY,DOROTHY.TAYLOR@sakilacustomer.org,2006-02-14 22:04:36,1
ANDERSON,2,15,11,LISA,LISA.ANDERSON@sakilacustomer.org,2006-02-14 22:04:36,1
THOMAS,1,16,12,NANCY,NANCY.THOMAS@sakilacustomer.org,2006-02-14 22:04:36,1
JACKSON,2,17,13,KAREN,KAREN.JACKSON@sakilacustomer.org,2006-02-14 22:04:36,1
WHITE,2,18,14,BETTY,BETTY.WHITE@sakilacustomer.org,2006-02-14 22:04:36,1
HARRIS,1,19,15,HELEN,HELEN.HARRIS@sakilacustomer.org,2006-02-14 22:04:36,1
MARTIN,2,20,16,SANDRA,SANDRA.MARTIN@sakilacustomer.org,2006-02-14 22:04:36,0
THOMPSON,1,21,17,DONNA,DONNA.THOMPSON@sakilacustomer.org,2006-02-14 22:04:36,1
GARCIA,2,22,18,CAROL,CAROL.GARCIA@sakilacustomer.org,2006-02-14 22:04:36,1
MARTINEZ,1,23,19,RUTH,RUTH.MARTINEZ@sakilacustomer.org,2006-02-14 22:04:36,1
ROBINSON,2,24,20,SHARON,SHARON.ROBINSON@sakilacustomer.org,2006-02-14 22:04:36,1
CLARK,1,25,21,MICHELLE,MICHELLE.CLARK@sakilacustomer.org,2006-02-14 22:04:36,1
RODRIGUEZ,1,26,22,LAURA,LAURA.RODRIGUEZ@sakilacustomer.org,2006-02-14 22:04:36,1
LEWIS,2,27,23,SARAH,SARAH.LEWIS@sakilacustomer.org,2006-02-14 22:04:36,1
LEE,2,28,24,KIMBERLY,KIMBERLY.LEE@sakilacustomer.org,2006-02-14 22:04:36,1
WALKER,1,29,25,DEBORAH,DEBORAH.WALKER@sakilacustomer.org,2006-02-14 22:04:36,1
HALL,2,30,26,JESSICA,JESSICA.HALL@sakilacustomer.org,2006-02-14 22:04:36,1
ALLEN,2,31,27,SHIRLEY,SHIRLEY.ALLEN@sakilacustomer.org,2006-02-14 22:04:36,1
YOUNG,1,32,28,CYNTHIA,CYNTHIA.YOUNG@sakilacustomer.org,2006-02-14 22:04:36,1
HERNANDEZ,2,33,29,ANGELA,ANGELA.HERNANDEZ@sakilacustomer.org,2006-02-14 22:04:36,1
KING,1,34,30,MELISSA,MELISSA.KING@sakilacustomer.org,2006-02-14 22:04:36,1
WRIGHT,2,35,31,BRENDA,BRENDA.WRIGHT@sakilacustomer.org,2006-02-14 22:04:36,1
LOPEZ,1,36,32,AMY,AMY.LOPEZ@sakilacustomer.org,2006-02-14 22:04:36,1
HILL,2,37,33,ANNA,ANNA.HILL@sakilacustomer.org,2006-02-14 22:04:36,1
SCOTT,2,38,34,REBECCA,REBECCA.SCOTT@sakilacustomer.org,2006-02-14 22:04:36,1
GREEN,2,39,35,VIRGINIA,VIRGINIA.GREEN@sakilacustomer.org,2006-02-14 22:04:36,1
ADAMS,2,40,36,KATHLEEN,KATHLEEN.ADAMS@sakilacustomer.org,2006-02-14 22:04:36,1
BAKER,1,41,37,PAMELA,PAMELA.BAKER@sakilacustomer.org,2006-02-14 22:04:36,1
GONZALEZ,1,42,38,MARTHA,MARTHA.GONZALEZ@sakilacustomer.org,2006-02-14 22:04:36,1
NELSON,1,43,39,DEBRA,DEBRA.NELSON@sakilacustomer.org,2006-02-14 22:04:36,1
CARTER,2,44,40,AMANDA,AMANDA.CARTER@sakilacustomer.org,2006-02-14 22:04:36,1
MITCHELL,1,45,41,STEPHANIE,STEPHANIE.MITCHELL@sakilacustomer.org,2006-02-14 22:04:36,1
PEREZ,2,46,42,CAROLYN,CAROLYN.PEREZ@sakilacustomer.org,2006-02-14 22:04:36,1
ROBERTS,2,47,43,CHRISTINE,CHRISTINE.ROBERTS@sakilacustomer.org,2006-02-14 22:04:36,1
TURNER,1,48,44,MARIE,MARIE.TURNER@sakilacustomer.org,2006-02-14 22:04:36,1
PHILLIPS,1,49,45,JANET,JANET.PHILLIPS@sakilacustomer.org,2006-02-14 22:04:36,1
CAMPBELL,2,50,46,CATHERINE,CATHERINE.CAMPBELL@sakilacustomer.org,2006-02-14 22:04:36,1
PARKER,1,51,47,FRANCES,FRANCES.PARKER@sakilacustomer.org,2006-02-14 22:04:36,1
EVANS,1,52,48,ANN,ANN.EVANS@sakilacustomer.org,2006-02-14 22:04:36,1
EDWARDS,2,53,49,JOYCE,JOYCE.EDWARDS@sakilacustomer.org,2006-02-14 22:04:36,1
COLLINS,1,54,50,DIANE,DIANE.COLLINS@sakilacustomer.org,2006-02-14 22:04:36,1
STEWART,1,55,51,ALICE,ALICE.STEWART@sakilacustomer.org,2006-02-14 22:04:36,1
SANCHEZ,1,56,52,JULIE,JULIE.SANCHEZ@sakilacustomer.org,2006-02-14 22:04:36,1
MORRIS,1,57,53,HEATHER,HEATHER.MORRIS@sakilacustomer.org,2006-02-14 22:04:36,1
ROGERS,1,58,54,TERESA,TERESA.ROGERS@sakilacustomer.org,2006-02-14 22:04:36,1
REED,2,59,55,DORIS,DORIS.REED@sakilacustomer.org,2006-02-14 22:04:36,1
COOK,1,60,56,GLORIA,GLORIA.COOK@sakilacustomer.org,2006-02-14 22:04:36,1
MORGAN,2,61,57,EVELYN,EVELYN.MORGAN@sakilacustomer.org,2006-02-14 22:04:36,1
BELL,1,62,58,JEAN,JEAN.BELL@sakilacustomer.org,2006-02-14 22:04:36,1
MURPHY,1,63,59,CHERYL,CHERYL.MURPHY@sakilacustomer.org,2006-02-14 22:04:36,1
BAILEY,1,64,60,MILDRED,MILDRED.BAILEY@sakilacustomer.org,2006-02-14 22:04:36,1
RIVERA,2,65,61,KATHERINE,KATHERINE.RIVERA@sakilacustomer.org,2006-02-14 22:04:36,1
COOPER,1,66,62,JOAN,JOAN.COOPER@sakilacustomer.org,2006-02-14 22:04:36,1
RICHARDSON,1,67,63,ASHLEY,ASHLEY.RICHARDSON@sakilacustomer.org,2006-02-14 22:04:36,1
COX,2,68,64,JUDITH,JUDITH.COX@sakilacustomer.org,2006-02-14 22:04:36,0
HOWARD,2,69,65,ROSE,ROSE.HOWARD@sakilacustomer.org,2006-02-14 22:04:36,1
WARD,2,70,66,JANICE,JANICE.WARD@sakilacustomer.org,2006-02-14 22:04:36,1
TORRES,1,71,67,KELLY,KELLY.TORRES@sakilacustomer.org,2006-02-14 22:04:36,1
PETERSON,1,72,68,NICOLE,NICOLE.PETERSON@sakilacustomer.org,2006-02-14 22:04:36,1
GRAY,2,73,69,JUDY,JUDY.GRAY@sakilacustomer.org,2006-02-14 22:04:36,1
