pagamento_id,cliente_id,personale_id,noleggio_id,ammontare,data_pagamento,cliente_negozio_id,cliente_nome,cliente_cognome,cliente_email,cliente_attivo,cliente_data_creazione,cliente_indirizzo_id,cliente_indirizzo,cliente_indirizzo2,cliente_distretto,cliente_città_id,cliente_codice_postale,cliente_telefono,cliente_città,cliente_stato_id,cliente_stato,personale_nome,personale_cognome,personale_email,personale_negozio_id,personale_attivo,personale_nomeutente,personale_password,personale_indirizzo_id,personale_indirizzo,personale_indirizzo2,personale_distretto,personale_codice_postale,personale_telefono,personale_città_id,personale_città,personale_stato_id,personale_stato,personale_negozio_capo_personale_id,personale_negozio_indirizzo_id,personale_negozio_indirizzo,personale_negozio_indirizzo2,personale_negozio_distretto,personale_negozio_città_id,personale_negozio_codice_postale,personale_negozio_telefono,personale_negozio_città,personale_negozio_stato_id,personale_negozio_stato,personale_negozio_capo_nome,personale_negozio_capo_cognome,personale_negozio_capo_email,personale_negozio_capo_negozio_id,personale_negozio_capo_attivo,personale_negozio_capo_nomeutente,personale_negozio_capo_password,personale_negozio_capo_indirizzo_id,personale_negozio_capo_indirizzo,personale_negozio_capo_indirizzo2,personale_negozio_capo_distretto,personale_negozio_capo_codice_postale,personale_negozio_capo_telefono,personale_negozio_capo_città_id,personale_negozio_capo_città,personale_negozio_capo_stato_id,personale_negozio_capo_stato,cliente_negozio_capo_personale_id,cliente_negozio_indirizzo_id,cliente_negozio_indirizzo,cliente_negozio_indirizzo2,cliente_negozio_distretto,cliente_negozio_città_id,cliente_negozio_codice_postale,cliente_negozio_telefono,cliente_negozio_città,cliente_negozio_stato_id,cliente_negozio_stato,cliente_negozio_capo_nome,cliente_negozio_capo_cognome,cliente_negozio_capo_email,cliente_negozio_capo_negozio_id,cliente_negozio_capo_attivo,cliente_negozio_capo_nomeutente,cliente_negozio_capo_password,cliente_negozio_capo_indirizzo_id,cliente_negozio_capo_indirizzo,cliente_negozio_capo_indirizzo2,cliente_negozio_capo_distretto,cliente_negozio_capo_codice_postale,cliente_negozio_capo_telefono,cliente_negozio_capo_città_id,cliente_negozio_capo_città,cliente_negozio_capo_stato_id,cliente_negozio_capo_stato,data_noleggio,inventario_id,ncustomer_id,data_restituzione,npersonale_id,film_id,negozio_id,film_titolo,film_descrizione,film_data_rilascio,film_lingua,film_lingua_originale_id,film_durata_noleggio,film_tariffa_noleggio,film_durata,film_costo_sostituzione,film_voto
1773,65,2,4635,3.99,2005-07-08 08:42:40,2,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,1,2006-02-14 22:04:36,69,698 Otsu Street,,Cayenne,105,71110,409983924481,Cayenne,35,French Guiana,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-07-08 08:42:40,2434,65,2005-07-14 10:31:40,1,531,2,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,English,,3,0.99,137,18.99,R
15321,572,1,7345,4.99,2005-07-27 14:29:53,1,SIDNEY,BURLESON,SIDNEY.BURLESON@sakilacustomer.org,1,2006-02-14 22:04:37,578,1405 Hagonoy Avenue,,Slaskie,133,86587,867287719310,Czestochowa,76,Poland,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2005-07-27 14:29:53,2434,572,2005-08-03 18:38:53,2,531,2,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,English,,3,0.99,137,18.99,R
1786,65,2,13692,0.99,2005-08-20 09:07:52,2,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,1,2006-02-14 22:04:36,69,698 Otsu Street,,Cayenne,105,71110,409983924481,Cayenne,35,French Guiana,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-08-20 09:07:52,1928,65,2005-08-21 05:17:52,1,418,2,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,English,,5,0.99,157,27.99,PG-13
8613,318,1,2643,2.99,2005-06-19 09:39:27,1,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,1,2006-02-14 22:04:37,323,1769 Iwaki Lane,,Kujawsko-Pomorskie,97,25787,556100547674,Bydgoszcz,76,Poland,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2005-06-19 09:39:27,1928,318,2005-06-26 10:27:27,2,418,2,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,2006,English,,5,0.99,157,27.99,PG-13
1777,65,2,8392,1.99,2005-07-29 06:00:27,2,ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,1,2006-02-14 22:04:36,69,698 Otsu Street,,Cayenne,105,71110,409983924481,Cayenne,35,French Guiana,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-07-29 06:00:27,1323,65,2005-08-02 00:30:27,2,292,2,EXCITEMENT EVE,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,2006,English,,3,0.99,51,20.99,G
11551,427,2,10560,4.99,2005-08-01 13:04:57,2,JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,1,2006-02-14 22:04:37,432,259 Ipoh Drive,,São Paulo,189,64964,419009857119,Guarujá,15,Brazil,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-08-01 13:04:57,1534,427,2005-08-05 18:25:57,2,336,1,FRENCH HOLIDAY,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,2006,English,,5,4.99,99,22.99,PG
11545,427,2,8182,3.99,2005-07-28 22:19:12,2,JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,1,2006-02-14 22:04:37,432,259 Ipoh Drive,,São Paulo,189,64964,419009857119,Guarujá,15,Brazil,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-07-28 22:19:12,4120,427,2005-08-01 22:40:12,2,895,2,TOMORROW HUSTLER,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,2006,English,,3,2.99,142,21.99,R
6924,257,2,4462,6.99,2005-07-08 00:02:49,2,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,1,2006-02-14 22:04:36,262,771 Yaoundé Manor,,Sofala,64,86768,245477603573,Beira,63,Mozambique,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-07-08 00:02:49,4120,257,2005-07-15 20:48:49,2,895,2,TOMORROW HUSTLER,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,2006,English,,3,2.99,142,21.99,R
11540,427,2,5476,2.99,2005-07-09 23:37:09,2,JESUS,MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,1,2006-02-14 22:04:37,432,259 Ipoh Drive,,São Paulo,189,64964,419009857119,Guarujá,15,Brazil,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,576,,,Woodridge,8,Australia,Jon,Stephens,Jon.Stephens@sakilastaff.com,2,1,Jon,,4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia,2005-07-09 23:37:09,1199,427,2005-07-15 23:57:09,1,266,2,DYNAMITE TARZAN,A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat,2006,English,,4,0.99,141,27.99,PG-13
10472,386,1,15949,0.99,2005-08-23 19:06:04,1,TODD,TAN,TODD.TAN@sakilacustomer.org,1,2006-02-14 22:04:37,391,1793 Meixian Place,,Hmelnytskyi,258,33535,619966287415,Kamjanets-Podilskyi,100,Ukraine,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,300,,,Lethbridge,20,Canada,Mike,Hillyer,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,3,23 Workhaven Lane,,Alberta,,14033335568,300,Lethbridge,20,Canada,2005-08-23 19:06:04,1199,386,2005-08-26 18:39:04,2,266,2,DYNAMITE TARZAN,A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat,2006,English,,4,0.99,141,27.99,PG-13
