active,last_name,first_name,store_id,create_date,email,address_id,customer_id
1,SMITH,MARY,1,2006-02-14 22:04:36,MARY.SMITH@sakilacustomer.org,5,1
1,JOHNSON,PATRICIA,1,2006-02-14 22:04:36,PATRICIA.JOHNSON@sakilacustomer.org,6,2
1,WILLIAMS,LINDA,1,2006-02-14 22:04:36,LINDA.WILLIAMS@sakilacustomer.org,7,3
1,JONES,BARBARA,2,2006-02-14 22:04:36,BARBARA.JONES@sakilacustomer.org,8,4
1,BROWN,ELIZABETH,1,2006-02-14 22:04:36,ELIZABETH.BROWN@sakilacustomer.org,9,5
1,DAVIS,JENNIFER,2,2006-02-14 22:04:36,JENNIFER.DAVIS@sakilacustomer.org,10,6
1,MILLER,MARIA,1,2006-02-14 22:04:36,MARIA.MILLER@sakilacustomer.org,11,7
1,WILSON,SUSAN,2,2006-02-14 22:04:36,SUSAN.WILSON@sakilacustomer.org,12,8
1,MOORE,MARGARET,2,2006-02-14 22:04:36,MARGARET.MOORE@sakilacustomer.org,13,9
1,TAYLOR,DOROTHY,1,2006-02-14 22:04:36,DOROTHY.TAYLOR@sakilacustomer.org,14,10
1,ANDERSON,LISA,2,2006-02-14 22:04:36,LISA.ANDERSON@sakilacustomer.org,15,11
1,THOMAS,NANCY,1,2006-02-14 22:04:36,NANCY.THOMAS@sakilacustomer.org,16,12
1,JACKSON,KAREN,2,2006-02-14 22:04:36,KAREN.JACKSON@sakilacustomer.org,17,13
1,WHITE,BETTY,2,2006-02-14 22:04:36,BETTY.WHITE@sakilacustomer.org,18,14
1,HARRIS,HELEN,1,2006-02-14 22:04:36,HELEN.HARRIS@sakilacustomer.org,19,15
0,MARTIN,SANDRA,2,2006-02-14 22:04:36,SANDRA.MARTIN@sakilacustomer.org,20,16
1,THOMPSON,DONNA,1,2006-02-14 22:04:36,DONNA.THOMPSON@sakilacustomer.org,21,17
1,GARCIA,CAROL,2,2006-02-14 22:04:36,CAROL.GARCIA@sakilacustomer.org,22,18
1,MARTINEZ,RUTH,1,2006-02-14 22:04:36,RUTH.MARTINEZ@sakilacustomer.org,23,19
1,ROBINSON,SHARON,2,2006-02-14 22:04:36,SHARON.ROBINSON@sakilacustomer.org,24,20
1,CLARK,MICHELLE,1,2006-02-14 22:04:36,MICHELLE.CLARK@sakilacustomer.org,25,21
1,RODRIGUEZ,LAURA,1,2006-02-14 22:04:36,LAURA.RODRIGUEZ@sakilacustomer.org,26,22
1,LEWIS,SARAH,2,2006-02-14 22:04:36,SARAH.LEWIS@sakilacustomer.org,27,23
1,LEE,KIMBERLY,2,2006-02-14 22:04:36,KIMBERLY.LEE@sakilacustomer.org,28,24
1,WALKER,DEBORAH,1,2006-02-14 22:04:36,DEBORAH.WALKER@sakilacustomer.org,29,25
1,HALL,JESSICA,2,2006-02-14 22:04:36,JESSICA.HALL@sakilacustomer.org,30,26
1,ALLEN,SHIRLEY,2,2006-02-14 22:04:36,SHIRLEY.ALLEN@sakilacustomer.org,31,27
1,YOUNG,CYNTHIA,1,2006-02-14 22:04:36,CYNTHIA.YOUNG@sakilacustomer.org,32,28
1,HERNANDEZ,ANGELA,2,2006-02-14 22:04:36,ANGELA.HERNANDEZ@sakilacustomer.org,33,29
1,KING,MELISSA,1,2006-02-14 22:04:36,MELISSA.KING@sakilacustomer.org,34,30
1,WRIGHT,BRENDA,2,2006-02-14 22:04:36,BRENDA.WRIGHT@sakilacustomer.org,35,31
1,LOPEZ,AMY,1,2006-02-14 22:04:36,AMY.LOPEZ@sakilacustomer.org,36,32
1,HILL,ANNA,2,2006-02-14 22:04:36,ANNA.HILL@sakilacustomer.org,37,33
1,SCOTT,REBECCA,2,2006-02-14 22:04:36,REBECCA.SCOTT@sakilacustomer.org,38,34
1,GREEN,VIRGINIA,2,2006-02-14 22:04:36,VIRGINIA.GREEN@sakilacustomer.org,39,35
1,ADAMS,KATHLEEN,2,2006-02-14 22:04:36,KATHLEEN.ADAMS@sakilacustomer.org,40,36
1,BAKER,PAMELA,1,2006-02-14 22:04:36,PAMELA.BAKER@sakilacustomer.org,41,37
1,GONZALEZ,MARTHA,1,2006-02-14 22:04:36,MARTHA.GONZALEZ@sakilacustomer.org,42,38
1,NELSON,DEBRA,1,2006-02-14 22:04:36,DEBRA.NELSON@sakilacustomer.org,43,39
1,CARTER,AMANDA,2,2006-02-14 22:04:36,AMANDA.CARTER@sakilacustomer.org,44,40
