postal_code,address_id,phone,address,city_id,address2,district
,3,14033335568,23 Workhaven Lane,300,,Alberta
,4,6172235589,1411 Lillydale Drive,576,,QLD
35200.0,5,28303384290,1913 Hanoi Way,463,,Nagasaki
17886.0,6,838635286649,1121 Loja Avenue,449,,California
83579.0,7,448477190408,692 Joliet Street,38,,Attika
53561.0,8,705814003527,1566 Inegöl Manor,349,,Mandalay
42399.0,9,10655648674,53 Idfu Parkway,361,,Nantou
18743.0,10,860452626434,1795 Santiago de Compostela Way,295,,Texas
93896.0,11,716571220373,900 Santiago de Compostela Parkway,280,,Central Serbia
77948.0,12,657282285970,478 Joliet Way,200,,Hamilton
45844.0,13,380657522649,613 Korolev Drive,329,,Masqat
53628.0,14,648856936185,1531 Salé Drive,162,,Esfahan
1027.0,15,635297277345,1542 Tarlac Parkway,440,,Kanagawa
10672.0,16,465887807014,808 Bhopal Manor,582,,Haryana
29610.0,17,695479687538,270 Amroha Parkway,384,,Osmaniye
16266.0,18,517338314235,770 Bydgoszcz Avenue,120,,California
72878.0,19,990911107354,419 Iligan Lane,76,,Madhya Pradesh
54308.0,20,949312333307,360 Toulouse Parkway,495,,England
81766.0,21,407752414682,270 Toulon Boulevard,156,,Kalmykia
43331.0,22,747791594069,320 Brest Avenue,252,,Kaduna
72192.0,23,272572357893,1417 Lancaster Avenue,267,,Northern Cape
21954.0,24,144453869132,1688 Okara Way,327,,Nothwest Border Prov
34418.0,25,892775750063,262 A Coruña (La Coruña) Parkway,525,,Dhaka
37551.0,26,161968374323,28 Charlotte Amalie Street,443,,Rabat-Sal-Zammour-Z
7716.0,27,902731229323,1780 Hino Boulevard,303,,Liepaja
99865.0,28,934730187245,96 Tafuna Way,128,,Córdoba
99780.0,29,196495945706,934 San Felipe de Puerto Plata Street,472,,Sind
58327.0,30,998009777982,18 Duisburg Boulevard,121,,
49521.0,31,665356572025,217 Botshabelo Place,138,,Southern Mindanao
65599.0,32,678220867005,1425 Shikarpur Manor,346,,Bihar
65750.0,33,18461860151,786 Aurora Avenue,474,,Yamaguchi
50199.0,34,525255540978,1668 Anápolis Street,316,,Taipei
30348.0,35,745994947458,33 Gorontalo Way,257,,West Bengali
65213.0,36,627705991774,176 Mandaluyong Place,239,,Uttar Pradesh
79388.0,37,911872220378,127 Purnea (Purnia) Manor,17,,Piemonte
94065.0,38,708403338270,61 Tama Street,284,,Okayama
34021.0,39,440512153169,391 Callao Drive,544,,Midi-Pyrnes
38145.0,40,481183273622,334 Munger (Monghyr) Lane,31,,Markazi
47929.0,41,912257250465,1440 Fukuyama Loop,362,,Henan
34689.0,42,489783829737,269 Cam Ranh Parkway,115,,Chisinau
3989.0,43,378318851631,306 Antofagasta Place,569,,Esprito Santo
94399.0,44,680768868518,671 Graz Street,353,,Oriental
16744.0,45,42384721397,42 Brindisi Place,586,,Yerevan
61117.0,46,471675840679,1632 Bislig Avenue,394,,Nonthaburi
48942.0,47,539758313890,1447 Imus Way,167,,Tahiti
76022.0,48,177727722820,1998 Halifax Drive,308,,Lipetsk
37359.0,49,675292816413,1718 Valencia Street,27,,Antofagasta
23616.0,50,262076994845,46 Pjatigorsk Lane,343,,Moscow (City)
52535.0,51,69493378813,686 Garland Manor,247,,Cear
69367.0,52,705800322606,909 Garland Manor,367,,Tatarstan
74428.0,53,876295323994,725 Isesaki Place,237,,Mekka
80168.0,54,307703950263,115 Hidalgo Parkway,379,,Khartum
48150.0,55,171822533480,1135 Izumisano Parkway,171,,California
4166.0,56,680428310138,939 Probolinggo Loop,1,,Galicia
38594.0,57,697760867968,17 Kabul Boulevard,355,,Chiba
48980.0,58,920811325222,1964 Allappuzha (Alleppey) Street,227,,Yamaguchi
57807.0,59,499352017190,1697 Kowloon and New Kowloon Loop,49,,Moskova
39072.0,60,347487831378,1668 Saint Louis Place,397,,Tahiti
45428.0,61,889318963672,943 Tokat Street,560,,Vaduz
69226.0,62,212869228936,1114 Liepaja Street,282,,Sarawak
94352.0,63,800024380485,1213 Ranchi Parkway,350,,Karnataka
55561.0,64,250767749542,81 Hodeida Way,231,,Rajasthan
83980.0,65,1395251317,915 Ponce Place,56,,Basel-Stadt
85505.0,66,914090181665,1717 Guadalajara Lane,441,,Missouri
67055.0,67,491001136577,1214 Hanoi Way,306,,Nebraska
70385.0,68,333489324603,1966 Amroha Avenue,139,,Sichuan
71110.0,69,409983924481,698 Otsu Street,105,,Cayenne
96109.0,70,663449333709,1150 Kimchon Manor,321,,Skne ln
5135.0,71,947233365992,1586 Guarujá Place,579,,Hunan
48960.0,72,990214419142,57 Arlington Manor,475,,Madhya Pradesh
59025.0,73,107137400143,1031 Daugavpils Parkway,63,,Béchar
6856.0,74,407733804223,1124 Buenaventura Drive,13,,Mekka
50805.0,75,565018274456,492 Cam Ranh Street,61,,Eastern Visayas
75444.0,76,255800440636,89 Allappuzha (Alleppey) Manor,517,,National Capital Reg
60951.0,77,427454485876,1947 Poços de Caldas Boulevard,114,,Chiayi
20207.0,78,241832790687,1206 Dos Quebradas Place,431,,São Paulo
72394.0,79,251164340471,1551 Rampur Lane,108,,Changhwa
98889.0,80,896314772871,602 Paarl Street,402,,Pavlodar
9223.0,81,918711376618,1692 Ede Loop,30,,São Paulo
96709.0,82,875756771675,936 Salzburg Lane,425,,Uttar Pradesh
1079.0,83,18581624103,586 Tete Way,256,,Kanagawa
20936.0,84,701457319790,1888 Kabul Drive,217,,Oyo & Osun
37307.0,85,223664661973,320 Baiyin Parkway,319,,Mahajanga
9495.0,86,821972242086,927 Bahía Blanca Parkway,479,,Krim
74671.0,87,800716535041,929 Tallahassee Loop,497,,Gauteng
67912.0,88,48417642933,125 Città del Vaticano Boulevard,40,,Puebla
88002.0,89,720998247660,1557 Kütahya Boulevard,88,,England
84931.0,90,135117278909,870 Ashqelon Loop,489,,Songkhla
29932.0,91,198123170793,1740 Portoviejo Avenue,480,,Sucre
82624.0,92,978987363654,1942 Ciparay Parkway,113,,Cheju
75543.0,93,846225459260,1926 El Alto Avenue,289,,Buenos Aires
25958.0,94,991562402283,1952 Chatsworth Drive,332,,Guangdong
52163.0,95,345679835036,1370 Le Mans Avenue,53,,Brunei and Muara
17119.0,96,132986892228,984 Effon-Alaiye Avenue,183,,Gois
49021.0,97,275595571388,832 Nakhon Sawan Manor,592,,Inner Mongolia
53182.0,98,835433605312,152 Kitwe Parkway,82,,Caraga
22870.0,99,4764773857,1697 Tanauan Lane,399,,Punjab
30695.0,100,6171054059,1308 Arecibo Way,41,,Georgia
71986.0,101,817248913162,1599 Plock Drive,534,,Tete
92265.0,102,412903167998,669 Firozabad Loop,12,,Abu Dhabi
