postal_code,first_name,email,address2,address,create_date,phone,last_name,city_id,customer_id,address_id,active,district,store_id
35200,MARY,MARY.SMITH@sakilacustomer.org,,1913 Hanoi Way,2006-02-14 22:04:36,28303384290,SMITH,463,1,5,1,Nagasaki,1
17886,PATRICIA,PATRICIA.JOHNSON@sakilacustomer.org,,1121 Loja Avenue,2006-02-14 22:04:36,838635286649,JOHNSON,449,2,6,1,California,1
83579,LINDA,LINDA.WILLIAMS@sakilacustomer.org,,692 Joliet Street,2006-02-14 22:04:36,448477190408,WILLIAMS,38,3,7,1,Attika,1
53561,BARBARA,BARBARA.JONES@sakilacustomer.org,,1566 Inegöl Manor,2006-02-14 22:04:36,705814003527,JONES,349,4,8,1,Mandalay,2
42399,ELIZABETH,ELIZABETH.BROWN@sakilacustomer.org,,53 Idfu Parkway,2006-02-14 22:04:36,10655648674,BROWN,361,5,9,1,Nantou,1
18743,JENNIFER,JENNIFER.DAVIS@sakilacustomer.org,,1795 Santiago de Compostela Way,2006-02-14 22:04:36,860452626434,DAVIS,295,6,10,1,Texas,2
93896,MARIA,MARIA.MILLER@sakilacustomer.org,,900 Santiago de Compostela Parkway,2006-02-14 22:04:36,716571220373,MILLER,280,7,11,1,Central Serbia,1
77948,SUSAN,SUSAN.WILSON@sakilacustomer.org,,478 Joliet Way,2006-02-14 22:04:36,657282285970,WILSON,200,8,12,1,Hamilton,2
45844,MARGARET,MARGARET.MOORE@sakilacustomer.org,,613 Korolev Drive,2006-02-14 22:04:36,380657522649,MOORE,329,9,13,1,Masqat,2
53628,DOROTHY,DOROTHY.TAYLOR@sakilacustomer.org,,1531 Salé Drive,2006-02-14 22:04:36,648856936185,TAYLOR,162,10,14,1,Esfahan,1
1027,LISA,LISA.ANDERSON@sakilacustomer.org,,1542 Tarlac Parkway,2006-02-14 22:04:36,635297277345,ANDERSON,440,11,15,1,Kanagawa,2
10672,NANCY,NANCY.THOMAS@sakilacustomer.org,,808 Bhopal Manor,2006-02-14 22:04:36,465887807014,THOMAS,582,12,16,1,Haryana,1
29610,KAREN,KAREN.JACKSON@sakilacustomer.org,,270 Amroha Parkway,2006-02-14 22:04:36,695479687538,JACKSON,384,13,17,1,Osmaniye,2
16266,BETTY,BETTY.WHITE@sakilacustomer.org,,770 Bydgoszcz Avenue,2006-02-14 22:04:36,517338314235,WHITE,120,14,18,1,California,2
72878,HELEN,HELEN.HARRIS@sakilacustomer.org,,419 Iligan Lane,2006-02-14 22:04:36,990911107354,HARRIS,76,15,19,1,Madhya Pradesh,1
54308,SANDRA,SANDRA.MARTIN@sakilacustomer.org,,360 Toulouse Parkway,2006-02-14 22:04:36,949312333307,MARTIN,495,16,20,0,England,2
81766,DONNA,DONNA.THOMPSON@sakilacustomer.org,,270 Toulon Boulevard,2006-02-14 22:04:36,407752414682,THOMPSON,156,17,21,1,Kalmykia,1
43331,CAROL,CAROL.GARCIA@sakilacustomer.org,,320 Brest Avenue,2006-02-14 22:04:36,747791594069,GARCIA,252,18,22,1,Kaduna,2
72192,RUTH,RUTH.MARTINEZ@sakilacustomer.org,,1417 Lancaster Avenue,2006-02-14 22:04:36,272572357893,MARTINEZ,267,19,23,1,Northern Cape,1
21954,SHARON,SHARON.ROBINSON@sakilacustomer.org,,1688 Okara Way,2006-02-14 22:04:36,144453869132,ROBINSON,327,20,24,1,Nothwest Border Prov,2
34418,MICHELLE,MICHELLE.CLARK@sakilacustomer.org,,262 A Coruña (La Coruña) Parkway,2006-02-14 22:04:36,892775750063,CLARK,525,21,25,1,Dhaka,1
37551,LAURA,LAURA.RODRIGUEZ@sakilacustomer.org,,28 Charlotte Amalie Street,2006-02-14 22:04:36,161968374323,RODRIGUEZ,443,22,26,1,Rabat-Sal-Zammour-Z,1
7716,SARAH,SARAH.LEWIS@sakilacustomer.org,,1780 Hino Boulevard,2006-02-14 22:04:36,902731229323,LEWIS,303,23,27,1,Liepaja,2
99865,KIMBERLY,KIMBERLY.LEE@sakilacustomer.org,,96 Tafuna Way,2006-02-14 22:04:36,934730187245,LEE,128,24,28,1,Córdoba,2
99780,DEBORAH,DEBORAH.WALKER@sakilacustomer.org,,934 San Felipe de Puerto Plata Street,2006-02-14 22:04:36,196495945706,WALKER,472,25,29,1,Sind,1
58327,JESSICA,JESSICA.HALL@sakilacustomer.org,,18 Duisburg Boulevard,2006-02-14 22:04:36,998009777982,HALL,121,26,30,1,,2
49521,SHIRLEY,SHIRLEY.ALLEN@sakilacustomer.org,,217 Botshabelo Place,2006-02-14 22:04:36,665356572025,ALLEN,138,27,31,1,Southern Mindanao,2
65599,CYNTHIA,CYNTHIA.YOUNG@sakilacustomer.org,,1425 Shikarpur Manor,2006-02-14 22:04:36,678220867005,YOUNG,346,28,32,1,Bihar,1
65750,ANGELA,ANGELA.HERNANDEZ@sakilacustomer.org,,786 Aurora Avenue,2006-02-14 22:04:36,18461860151,HERNANDEZ,474,29,33,1,Yamaguchi,2
50199,MELISSA,MELISSA.KING@sakilacustomer.org,,1668 Anápolis Street,2006-02-14 22:04:36,525255540978,KING,316,30,34,1,Taipei,1
30348,BRENDA,BRENDA.WRIGHT@sakilacustomer.org,,33 Gorontalo Way,2006-02-14 22:04:36,745994947458,WRIGHT,257,31,35,1,West Bengali,2
65213,AMY,AMY.LOPEZ@sakilacustomer.org,,176 Mandaluyong Place,2006-02-14 22:04:36,627705991774,LOPEZ,239,32,36,1,Uttar Pradesh,1
79388,ANNA,ANNA.HILL@sakilacustomer.org,,127 Purnea (Purnia) Manor,2006-02-14 22:04:36,911872220378,HILL,17,33,37,1,Piemonte,2
94065,REBECCA,REBECCA.SCOTT@sakilacustomer.org,,61 Tama Street,2006-02-14 22:04:36,708403338270,SCOTT,284,34,38,1,Okayama,2
34021,VIRGINIA,VIRGINIA.GREEN@sakilacustomer.org,,391 Callao Drive,2006-02-14 22:04:36,440512153169,GREEN,544,35,39,1,Midi-Pyrnes,2
38145,KATHLEEN,KATHLEEN.ADAMS@sakilacustomer.org,,334 Munger (Monghyr) Lane,2006-02-14 22:04:36,481183273622,ADAMS,31,36,40,1,Markazi,2
47929,PAMELA,PAMELA.BAKER@sakilacustomer.org,,1440 Fukuyama Loop,2006-02-14 22:04:36,912257250465,BAKER,362,37,41,1,Henan,1
34689,MARTHA,MARTHA.GONZALEZ@sakilacustomer.org,,269 Cam Ranh Parkway,2006-02-14 22:04:36,489783829737,GONZALEZ,115,38,42,1,Chisinau,1
3989,DEBRA,DEBRA.NELSON@sakilacustomer.org,,306 Antofagasta Place,2006-02-14 22:04:36,378318851631,NELSON,569,39,43,1,Esprito Santo,1
94399,AMANDA,AMANDA.CARTER@sakilacustomer.org,,671 Graz Street,2006-02-14 22:04:36,680768868518,CARTER,353,40,44,1,Oriental,2
16744,STEPHANIE,STEPHANIE.MITCHELL@sakilacustomer.org,,42 Brindisi Place,2006-02-14 22:04:36,42384721397,MITCHELL,586,41,45,1,Yerevan,1
61117,CAROLYN,CAROLYN.PEREZ@sakilacustomer.org,,1632 Bislig Avenue,2006-02-14 22:04:36,471675840679,PEREZ,394,42,46,1,Nonthaburi,2
48942,CHRISTINE,CHRISTINE.ROBERTS@sakilacustomer.org,,1447 Imus Way,2006-02-14 22:04:36,539758313890,ROBERTS,167,43,47,1,Tahiti,2
76022,MARIE,MARIE.TURNER@sakilacustomer.org,,1998 Halifax Drive,2006-02-14 22:04:36,177727722820,TURNER,308,44,48,1,Lipetsk,1
37359,JANET,JANET.PHILLIPS@sakilacustomer.org,,1718 Valencia Street,2006-02-14 22:04:36,675292816413,PHILLIPS,27,45,49,1,Antofagasta,1
23616,CATHERINE,CATHERINE.CAMPBELL@sakilacustomer.org,,46 Pjatigorsk Lane,2006-02-14 22:04:36,262076994845,CAMPBELL,343,46,50,1,Moscow (City),2
52535,FRANCES,FRANCES.PARKER@sakilacustomer.org,,686 Garland Manor,2006-02-14 22:04:36,69493378813,PARKER,247,47,51,1,Cear,1
69367,ANN,ANN.EVANS@sakilacustomer.org,,909 Garland Manor,2006-02-14 22:04:36,705800322606,EVANS,367,48,52,1,Tatarstan,1
74428,JOYCE,JOYCE.EDWARDS@sakilacustomer.org,,725 Isesaki Place,2006-02-14 22:04:36,876295323994,EDWARDS,237,49,53,1,Mekka,2
80168,DIANE,DIANE.COLLINS@sakilacustomer.org,,115 Hidalgo Parkway,2006-02-14 22:04:36,307703950263,COLLINS,379,50,54,1,Khartum,1
48150,ALICE,ALICE.STEWART@sakilacustomer.org,,1135 Izumisano Parkway,2006-02-14 22:04:36,171822533480,STEWART,171,51,55,1,California,1
4166,JULIE,JULIE.SANCHEZ@sakilacustomer.org,,939 Probolinggo Loop,2006-02-14 22:04:36,680428310138,SANCHEZ,1,52,56,1,Galicia,1
38594,HEATHER,HEATHER.MORRIS@sakilacustomer.org,,17 Kabul Boulevard,2006-02-14 22:04:36,697760867968,MORRIS,355,53,57,1,Chiba,1
48980,TERESA,TERESA.ROGERS@sakilacustomer.org,,1964 Allappuzha (Alleppey) Street,2006-02-14 22:04:36,920811325222,ROGERS,227,54,58,1,Yamaguchi,1
57807,DORIS,DORIS.REED@sakilacustomer.org,,1697 Kowloon and New Kowloon Loop,2006-02-14 22:04:36,499352017190,REED,49,55,59,1,Moskova,2
39072,GLORIA,GLORIA.COOK@sakilacustomer.org,,1668 Saint Louis Place,2006-02-14 22:04:36,347487831378,COOK,397,56,60,1,Tahiti,1
45428,EVELYN,EVELYN.MORGAN@sakilacustomer.org,,943 Tokat Street,2006-02-14 22:04:36,889318963672,MORGAN,560,57,61,1,Vaduz,2
69226,JEAN,JEAN.BELL@sakilacustomer.org,,1114 Liepaja Street,2006-02-14 22:04:36,212869228936,BELL,282,58,62,1,Sarawak,1
94352,CHERYL,CHERYL.MURPHY@sakilacustomer.org,,1213 Ranchi Parkway,2006-02-14 22:04:36,800024380485,MURPHY,350,59,63,1,Karnataka,1
55561,MILDRED,MILDRED.BAILEY@sakilacustomer.org,,81 Hodeida Way,2006-02-14 22:04:36,250767749542,BAILEY,231,60,64,1,Rajasthan,1
83980,KATHERINE,KATHERINE.RIVERA@sakilacustomer.org,,915 Ponce Place,2006-02-14 22:04:36,1395251317,RIVERA,56,61,65,1,Basel-Stadt,2
85505,JOAN,JOAN.COOPER@sakilacustomer.org,,1717 Guadalajara Lane,2006-02-14 22:04:36,914090181665,COOPER,441,62,66,1,Missouri,1
67055,ASHLEY,ASHLEY.RICHARDSON@sakilacustomer.org,,1214 Hanoi Way,2006-02-14 22:04:36,491001136577,RICHARDSON,306,63,67,1,Nebraska,1
