store_id,create_date,city_id,active,address_id,district,address2,postal_code,email,address,first_name,phone,last_name,customer_id
1,2006-02-14 22:04:36,463,1,5,Nagasaki,,35200,MARY.SMITH@sakilacustomer.org,1913 Hanoi Way,MARY,28303384290,SMITH,1
1,2006-02-14 22:04:36,449,1,6,California,,17886,PATRICIA.JOHNSON@sakilacustomer.org,1121 Loja Avenue,PATRICIA,838635286649,JOHNSON,2
1,2006-02-14 22:04:36,38,1,7,Attika,,83579,LINDA.WILLIAMS@sakilacustomer.org,692 Joliet Street,LINDA,448477190408,WILLIAMS,3
2,2006-02-14 22:04:36,349,1,8,Mandalay,,53561,BARBARA.JONES@sakilacustomer.org,1566 Inegl Manor,BARBARA,705814003527,JONES,4
1,2006-02-14 22:04:36,361,1,9,Nantou,,42399,ELIZABETH.BROWN@sakilacustomer.org,53 Idfu Parkway,ELIZABETH,10655648674,BROWN,5
2,2006-02-14 22:04:36,295,1,10,Texas,,18743,JENNIFER.DAVIS@sakilacustomer.org,1795 Santiago de Compostela Way,JENNIFER,860452626434,DAVIS,6
1,2006-02-14 22:04:36,280,1,11,Central Serbia,,93896,MARIA.MILLER@sakilacustomer.org,900 Santiago de Compostela Parkway,MARIA,716571220373,MILLER,7
2,2006-02-14 22:04:36,200,1,12,Hamilton,,77948,SUSAN.WILSON@sakilacustomer.org,478 Joliet Way,SUSAN,657282285970,WILSON,8
2,2006-02-14 22:04:36,329,1,13,Masqat,,45844,MARGARET.MOORE@sakilacustomer.org,613 Korolev Drive,MARGARET,380657522649,MOORE,9
1,2006-02-14 22:04:36,162,1,14,Esfahan,,53628,DOROTHY.TAYLOR@sakilacustomer.org,1531 Sal Drive,DOROTHY,648856936185,TAYLOR,10
2,2006-02-14 22:04:36,440,1,15,Kanagawa,,1027,LISA.ANDERSON@sakilacustomer.org,1542 Tarlac Parkway,LISA,635297277345,ANDERSON,11
1,2006-02-14 22:04:36,582,1,16,Haryana,,10672,NANCY.THOMAS@sakilacustomer.org,808 Bhopal Manor,NANCY,465887807014,THOMAS,12
2,2006-02-14 22:04:36,384,1,17,Osmaniye,,29610,KAREN.JACKSON@sakilacustomer.org,270 Amroha Parkway,KAREN,695479687538,JACKSON,13
2,2006-02-14 22:04:36,120,1,18,California,,16266,BETTY.WHITE@sakilacustomer.org,770 Bydgoszcz Avenue,BETTY,517338314235,WHITE,14
1,2006-02-14 22:04:36,76,1,19,Madhya Pradesh,,72878,HELEN.HARRIS@sakilacustomer.org,419 Iligan Lane,HELEN,990911107354,HARRIS,15
2,2006-02-14 22:04:36,495,0,20,England,,54308,SANDRA.MARTIN@sakilacustomer.org,360 Toulouse Parkway,SANDRA,949312333307,MARTIN,16
1,2006-02-14 22:04:36,156,1,21,Kalmykia,,81766,DONNA.THOMPSON@sakilacustomer.org,270 Toulon Boulevard,DONNA,407752414682,THOMPSON,17
2,2006-02-14 22:04:36,252,1,22,Kaduna,,43331,CAROL.GARCIA@sakilacustomer.org,320 Brest Avenue,CAROL,747791594069,GARCIA,18
1,2006-02-14 22:04:36,267,1,23,Northern Cape,,72192,RUTH.MARTINEZ@sakilacustomer.org,1417 Lancaster Avenue,RUTH,272572357893,MARTINEZ,19
2,2006-02-14 22:04:36,327,1,24,Nothwest Border Prov,,21954,SHARON.ROBINSON@sakilacustomer.org,1688 Okara Way,SHARON,144453869132,ROBINSON,20
1,2006-02-14 22:04:36,525,1,25,Dhaka,,34418,MICHELLE.CLARK@sakilacustomer.org,262 A Corua (La Corua) Parkway,MICHELLE,892775750063,CLARK,21
1,2006-02-14 22:04:36,443,1,26,Rabat-Sal-Zammour-Z,,37551,LAURA.RODRIGUEZ@sakilacustomer.org,28 Charlotte Amalie Street,LAURA,161968374323,RODRIGUEZ,22
2,2006-02-14 22:04:36,303,1,27,Liepaja,,7716,SARAH.LEWIS@sakilacustomer.org,1780 Hino Boulevard,SARAH,902731229323,LEWIS,23
2,2006-02-14 22:04:36,128,1,28,Crdoba,,99865,KIMBERLY.LEE@sakilacustomer.org,96 Tafuna Way,KIMBERLY,934730187245,LEE,24
1,2006-02-14 22:04:36,472,1,29,Sind,,99780,DEBORAH.WALKER@sakilacustomer.org,934 San Felipe de Puerto Plata Street,DEBORAH,196495945706,WALKER,25
2,2006-02-14 22:04:36,121,1,30,,,58327,JESSICA.HALL@sakilacustomer.org,18 Duisburg Boulevard,JESSICA,998009777982,HALL,26
2,2006-02-14 22:04:36,138,1,31,Southern Mindanao,,49521,SHIRLEY.ALLEN@sakilacustomer.org,217 Botshabelo Place,SHIRLEY,665356572025,ALLEN,27
1,2006-02-14 22:04:36,346,1,32,Bihar,,65599,CYNTHIA.YOUNG@sakilacustomer.org,1425 Shikarpur Manor,CYNTHIA,678220867005,YOUNG,28
2,2006-02-14 22:04:36,474,1,33,Yamaguchi,,65750,ANGELA.HERNANDEZ@sakilacustomer.org,786 Aurora Avenue,ANGELA,18461860151,HERNANDEZ,29
1,2006-02-14 22:04:36,316,1,34,Taipei,,50199,MELISSA.KING@sakilacustomer.org,1668 Anpolis Street,MELISSA,525255540978,KING,30
2,2006-02-14 22:04:36,257,1,35,West Bengali,,30348,BRENDA.WRIGHT@sakilacustomer.org,33 Gorontalo Way,BRENDA,745994947458,WRIGHT,31
1,2006-02-14 22:04:36,239,1,36,Uttar Pradesh,,65213,AMY.LOPEZ@sakilacustomer.org,176 Mandaluyong Place,AMY,627705991774,LOPEZ,32
2,2006-02-14 22:04:36,17,1,37,Piemonte,,79388,ANNA.HILL@sakilacustomer.org,127 Purnea (Purnia) Manor,ANNA,911872220378,HILL,33
2,2006-02-14 22:04:36,284,1,38,Okayama,,94065,REBECCA.SCOTT@sakilacustomer.org,61 Tama Street,REBECCA,708403338270,SCOTT,34
2,2006-02-14 22:04:36,544,1,39,Midi-Pyrnes,,34021,VIRGINIA.GREEN@sakilacustomer.org,391 Callao Drive,VIRGINIA,440512153169,GREEN,35
2,2006-02-14 22:04:36,31,1,40,Markazi,,38145,KATHLEEN.ADAMS@sakilacustomer.org,334 Munger (Monghyr) Lane,KATHLEEN,481183273622,ADAMS,36
