email,address2,postal_code,store_id,district,create_date,phone,first_name,city_id,customer_id,last_name,active,address_id,address
MARY.SMITH@sakilacustomer.org,,35200,1,Nagasaki,2006-02-14 22:04:36,28303384290,MARY,463,1,SMITH,1,5,1913 Hanoi Way
PATRICIA.JOHNSON@sakilacustomer.org,,17886,1,California,2006-02-14 22:04:36,838635286649,PATRICIA,449,2,JOHNSON,1,6,1121 Loja Avenue
LINDA.WILLIAMS@sakilacustomer.org,,83579,1,Attika,2006-02-14 22:04:36,448477190408,LINDA,38,3,WILLIAMS,1,7,692 Joliet Street
BARBARA.JONES@sakilacustomer.org,,53561,2,Mandalay,2006-02-14 22:04:36,705814003527,BARBARA,349,4,JONES,1,8,1566 Inegl Manor
ELIZABETH.BROWN@sakilacustomer.org,,42399,1,Nantou,2006-02-14 22:04:36,10655648674,ELIZABETH,361,5,BROWN,1,9,53 Idfu Parkway
JENNIFER.DAVIS@sakilacustomer.org,,18743,2,Texas,2006-02-14 22:04:36,860452626434,JENNIFER,295,6,DAVIS,1,10,1795 Santiago de Compostela Way
MARIA.MILLER@sakilacustomer.org,,93896,1,Central Serbia,2006-02-14 22:04:36,716571220373,MARIA,280,7,MILLER,1,11,900 Santiago de Compostela Parkway
SUSAN.WILSON@sakilacustomer.org,,77948,2,Hamilton,2006-02-14 22:04:36,657282285970,SUSAN,200,8,WILSON,1,12,478 Joliet Way
MARGARET.MOORE@sakilacustomer.org,,45844,2,Masqat,2006-02-14 22:04:36,380657522649,MARGARET,329,9,MOORE,1,13,613 Korolev Drive
DOROTHY.TAYLOR@sakilacustomer.org,,53628,1,Esfahan,2006-02-14 22:04:36,648856936185,DOROTHY,162,10,TAYLOR,1,14,1531 Sal Drive
LISA.ANDERSON@sakilacustomer.org,,1027,2,Kanagawa,2006-02-14 22:04:36,635297277345,LISA,440,11,ANDERSON,1,15,1542 Tarlac Parkway
NANCY.THOMAS@sakilacustomer.org,,10672,1,Haryana,2006-02-14 22:04:36,465887807014,NANCY,582,12,THOMAS,1,16,808 Bhopal Manor
KAREN.JACKSON@sakilacustomer.org,,29610,2,Osmaniye,2006-02-14 22:04:36,695479687538,KAREN,384,13,JACKSON,1,17,270 Amroha Parkway
BETTY.WHITE@sakilacustomer.org,,16266,2,California,2006-02-14 22:04:36,517338314235,BETTY,120,14,WHITE,1,18,770 Bydgoszcz Avenue
HELEN.HARRIS@sakilacustomer.org,,72878,1,Madhya Pradesh,2006-02-14 22:04:36,990911107354,HELEN,76,15,HARRIS,1,19,419 Iligan Lane
SANDRA.MARTIN@sakilacustomer.org,,54308,2,England,2006-02-14 22:04:36,949312333307,SANDRA,495,16,MARTIN,0,20,360 Toulouse Parkway
DONNA.THOMPSON@sakilacustomer.org,,81766,1,Kalmykia,2006-02-14 22:04:36,407752414682,DONNA,156,17,THOMPSON,1,21,270 Toulon Boulevard
CAROL.GARCIA@sakilacustomer.org,,43331,2,Kaduna,2006-02-14 22:04:36,747791594069,CAROL,252,18,GARCIA,1,22,320 Brest Avenue
RUTH.MARTINEZ@sakilacustomer.org,,72192,1,Northern Cape,2006-02-14 22:04:36,272572357893,RUTH,267,19,MARTINEZ,1,23,1417 Lancaster Avenue
SHARON.ROBINSON@sakilacustomer.org,,21954,2,Nothwest Border Prov,2006-02-14 22:04:36,144453869132,SHARON,327,20,ROBINSON,1,24,1688 Okara Way
MICHELLE.CLARK@sakilacustomer.org,,34418,1,Dhaka,2006-02-14 22:04:36,892775750063,MICHELLE,525,21,CLARK,1,25,262 A Corua (La Corua) Parkway
LAURA.RODRIGUEZ@sakilacustomer.org,,37551,1,Rabat-Sal-Zammour-Z,2006-02-14 22:04:36,161968374323,LAURA,443,22,RODRIGUEZ,1,26,28 Charlotte Amalie Street
SARAH.LEWIS@sakilacustomer.org,,7716,2,Liepaja,2006-02-14 22:04:36,902731229323,SARAH,303,23,LEWIS,1,27,1780 Hino Boulevard
KIMBERLY.LEE@sakilacustomer.org,,99865,2,Crdoba,2006-02-14 22:04:36,934730187245,KIMBERLY,128,24,LEE,1,28,96 Tafuna Way
DEBORAH.WALKER@sakilacustomer.org,,99780,1,Sind,2006-02-14 22:04:36,196495945706,DEBORAH,472,25,WALKER,1,29,934 San Felipe de Puerto Plata Street
JESSICA.HALL@sakilacustomer.org,,58327,2,,2006-02-14 22:04:36,998009777982,JESSICA,121,26,HALL,1,30,18 Duisburg Boulevard
SHIRLEY.ALLEN@sakilacustomer.org,,49521,2,Southern Mindanao,2006-02-14 22:04:36,665356572025,SHIRLEY,138,27,ALLEN,1,31,217 Botshabelo Place
CYNTHIA.YOUNG@sakilacustomer.org,,65599,1,Bihar,2006-02-14 22:04:36,678220867005,CYNTHIA,346,28,YOUNG,1,32,1425 Shikarpur Manor
ANGELA.HERNANDEZ@sakilacustomer.org,,65750,2,Yamaguchi,2006-02-14 22:04:36,18461860151,ANGELA,474,29,HERNANDEZ,1,33,786 Aurora Avenue
MELISSA.KING@sakilacustomer.org,,50199,1,Taipei,2006-02-14 22:04:36,525255540978,MELISSA,316,30,KING,1,34,1668 Anpolis Street
BRENDA.WRIGHT@sakilacustomer.org,,30348,2,West Bengali,2006-02-14 22:04:36,745994947458,BRENDA,257,31,WRIGHT,1,35,33 Gorontalo Way
AMY.LOPEZ@sakilacustomer.org,,65213,1,Uttar Pradesh,2006-02-14 22:04:36,627705991774,AMY,239,32,LOPEZ,1,36,176 Mandaluyong Place
ANNA.HILL@sakilacustomer.org,,79388,2,Piemonte,2006-02-14 22:04:36,911872220378,ANNA,17,33,HILL,1,37,127 Purnea (Purnia) Manor
REBECCA.SCOTT@sakilacustomer.org,,94065,2,Okayama,2006-02-14 22:04:36,708403338270,REBECCA,284,34,SCOTT,1,38,61 Tama Street
VIRGINIA.GREEN@sakilacustomer.org,,34021,2,Midi-Pyrnes,2006-02-14 22:04:36,440512153169,VIRGINIA,544,35,GREEN,1,39,391 Callao Drive
KATHLEEN.ADAMS@sakilacustomer.org,,38145,2,Markazi,2006-02-14 22:04:36,481183273622,KATHLEEN,31,36,ADAMS,1,40,334 Munger (Monghyr) Lane
PAMELA.BAKER@sakilacustomer.org,,47929,1,Henan,2006-02-14 22:04:36,912257250465,PAMELA,362,37,BAKER,1,41,1440 Fukuyama Loop
MARTHA.GONZALEZ@sakilacustomer.org,,34689,1,Chisinau,2006-02-14 22:04:36,489783829737,MARTHA,115,38,GONZALEZ,1,42,269 Cam Ranh Parkway
DEBRA.NELSON@sakilacustomer.org,,3989,1,Esprito Santo,2006-02-14 22:04:36,378318851631,DEBRA,569,39,NELSON,1,43,306 Antofagasta Place
AMANDA.CARTER@sakilacustomer.org,,94399,2,Oriental,2006-02-14 22:04:36,680768868518,AMANDA,353,40,CARTER,1,44,671 Graz Street
STEPHANIE.MITCHELL@sakilacustomer.org,,16744,1,Yerevan,2006-02-14 22:04:36,42384721397,STEPHANIE,586,41,MITCHELL,1,45,42 Brindisi Place
CAROLYN.PEREZ@sakilacustomer.org,,61117,2,Nonthaburi,2006-02-14 22:04:36,471675840679,CAROLYN,394,42,PEREZ,1,46,1632 Bislig Avenue
CHRISTINE.ROBERTS@sakilacustomer.org,,48942,2,Tahiti,2006-02-14 22:04:36,539758313890,CHRISTINE,167,43,ROBERTS,1,47,1447 Imus Way
MARIE.TURNER@sakilacustomer.org,,76022,1,Lipetsk,2006-02-14 22:04:36,177727722820,MARIE,308,44,TURNER,1,48,1998 Halifax Drive
JANET.PHILLIPS@sakilacustomer.org,,37359,1,Antofagasta,2006-02-14 22:04:36,675292816413,JANET,27,45,PHILLIPS,1,49,1718 Valencia Street
CATHERINE.CAMPBELL@sakilacustomer.org,,23616,2,Moscow (City),2006-02-14 22:04:36,262076994845,CATHERINE,343,46,CAMPBELL,1,50,46 Pjatigorsk Lane
FRANCES.PARKER@sakilacustomer.org,,52535,1,Cear,2006-02-14 22:04:36,69493378813,FRANCES,247,47,PARKER,1,51,686 Garland Manor
ANN.EVANS@sakilacustomer.org,,69367,1,Tatarstan,2006-02-14 22:04:36,705800322606,ANN,367,48,EVANS,1,52,909 Garland Manor
JOYCE.EDWARDS@sakilacustomer.org,,74428,2,Mekka,2006-02-14 22:04:36,876295323994,JOYCE,237,49,EDWARDS,1,53,725 Isesaki Place
DIANE.COLLINS@sakilacustomer.org,,80168,1,Khartum,2006-02-14 22:04:36,307703950263,DIANE,379,50,COLLINS,1,54,115 Hidalgo Parkway
ALICE.STEWART@sakilacustomer.org,,48150,1,California,2006-02-14 22:04:36,171822533480,ALICE,171,51,STEWART,1,55,1135 Izumisano Parkway
JULIE.SANCHEZ@sakilacustomer.org,,4166,1,Galicia,2006-02-14 22:04:36,680428310138,JULIE,1,52,SANCHEZ,1,56,939 Probolinggo Loop
HEATHER.MORRIS@sakilacustomer.org,,38594,1,Chiba,2006-02-14 22:04:36,697760867968,HEATHER,355,53,MORRIS,1,57,17 Kabul Boulevard
TERESA.ROGERS@sakilacustomer.org,,48980,1,Yamaguchi,2006-02-14 22:04:36,920811325222,TERESA,227,54,ROGERS,1,58,1964 Allappuzha (Alleppey) Street
DORIS.REED@sakilacustomer.org,,57807,2,Moskova,2006-02-14 22:04:36,499352017190,DORIS,49,55,REED,1,59,1697 Kowloon and New Kowloon Loop
GLORIA.COOK@sakilacustomer.org,,39072,1,Tahiti,2006-02-14 22:04:36,347487831378,GLORIA,397,56,COOK,1,60,1668 Saint Louis Place
EVELYN.MORGAN@sakilacustomer.org,,45428,2,Vaduz,2006-02-14 22:04:36,889318963672,EVELYN,560,57,MORGAN,1,61,943 Tokat Street
JEAN.BELL@sakilacustomer.org,,69226,1,Sarawak,2006-02-14 22:04:36,212869228936,JEAN,282,58,BELL,1,62,1114 Liepaja Street
CHERYL.MURPHY@sakilacustomer.org,,94352,1,Karnataka,2006-02-14 22:04:36,800024380485,CHERYL,350,59,MURPHY,1,63,1213 Ranchi Parkway
MILDRED.BAILEY@sakilacustomer.org,,55561,1,Rajasthan,2006-02-14 22:04:36,250767749542,MILDRED,231,60,BAILEY,1,64,81 Hodeida Way
KATHERINE.RIVERA@sakilacustomer.org,,83980,2,Basel-Stadt,2006-02-14 22:04:36,1395251317,KATHERINE,56,61,RIVERA,1,65,915 Ponce Place
JOAN.COOPER@sakilacustomer.org,,85505,1,Missouri,2006-02-14 22:04:36,914090181665,JOAN,441,62,COOPER,1,66,1717 Guadalajara Lane
ASHLEY.RICHARDSON@sakilacustomer.org,,67055,1,Nebraska,2006-02-14 22:04:36,491001136577,ASHLEY,306,63,RICHARDSON,1,67,1214 Hanoi Way
JUDITH.COX@sakilacustomer.org,,70385,2,Sichuan,2006-02-14 22:04:36,333489324603,JUDITH,139,64,COX,0,68,1966 Amroha Avenue
ROSE.HOWARD@sakilacustomer.org,,71110,2,Cayenne,2006-02-14 22:04:36,409983924481,ROSE,105,65,HOWARD,1,69,698 Otsu Street
JANICE.WARD@sakilacustomer.org,,96109,2,Skne ln,2006-02-14 22:04:36,663449333709,JANICE,321,66,WARD,1,70,1150 Kimchon Manor
KELLY.TORRES@sakilacustomer.org,,5135,1,Hunan,2006-02-14 22:04:36,947233365992,KELLY,579,67,TORRES,1,71,1586 Guaruj Place
NICOLE.PETERSON@sakilacustomer.org,,48960,1,Madhya Pradesh,2006-02-14 22:04:36,990214419142,NICOLE,475,68,PETERSON,1,72,57 Arlington Manor
JUDY.GRAY@sakilacustomer.org,,59025,2,Bchar,2006-02-14 22:04:36,107137400143,JUDY,63,69,GRAY,1,73,1031 Daugavpils Parkway
CHRISTINA.RAMIREZ@sakilacustomer.org,,6856,2,Mekka,2006-02-14 22:04:36,407733804223,CHRISTINA,13,70,RAMIREZ,1,74,1124 Buenaventura Drive
KATHY.JAMES@sakilacustomer.org,,50805,1,Eastern Visayas,2006-02-14 22:04:36,565018274456,KATHY,61,71,JAMES,1,75,492 Cam Ranh Street
THERESA.WATSON@sakilacustomer.org,,75444,2,National Capital Reg,2006-02-14 22:04:36,255800440636,THERESA,517,72,WATSON,1,76,89 Allappuzha (Alleppey) Manor
BEVERLY.BROOKS@sakilacustomer.org,,60951,2,Chiayi,2006-02-14 22:04:36,427454485876,BEVERLY,114,73,BROOKS,1,77,1947 Poos de Caldas Boulevard
DENISE.KELLY@sakilacustomer.org,,20207,1,So Paulo,2006-02-14 22:04:36,241832790687,DENISE,431,74,KELLY,1,78,1206 Dos Quebradas Place
TAMMY.SANDERS@sakilacustomer.org,,72394,2,Changhwa,2006-02-14 22:04:36,251164340471,TAMMY,108,75,SANDERS,1,79,1551 Rampur Lane
IRENE.PRICE@sakilacustomer.org,,98889,2,Pavlodar,2006-02-14 22:04:36,896314772871,IRENE,402,76,PRICE,1,80,602 Paarl Street
JANE.BENNETT@sakilacustomer.org,,9223,2,So Paulo,2006-02-14 22:04:36,918711376618,JANE,30,77,BENNETT,1,81,1692 Ede Loop
LORI.WOOD@sakilacustomer.org,,96709,1,Uttar Pradesh,2006-02-14 22:04:36,875756771675,LORI,425,78,WOOD,1,82,936 Salzburg Lane
RACHEL.BARNES@sakilacustomer.org,,1079,1,Kanagawa,2006-02-14 22:04:36,18581624103,RACHEL,256,79,BARNES,1,83,586 Tete Way
MARILYN.ROSS@sakilacustomer.org,,20936,1,Oyo & Osun,2006-02-14 22:04:36,701457319790,MARILYN,217,80,ROSS,1,84,1888 Kabul Drive
ANDREA.HENDERSON@sakilacustomer.org,,37307,1,Mahajanga,2006-02-14 22:04:36,223664661973,ANDREA,319,81,HENDERSON,1,85,320 Baiyin Parkway
KATHRYN.COLEMAN@sakilacustomer.org,,9495,1,Krim,2006-02-14 22:04:36,821972242086,KATHRYN,479,82,COLEMAN,1,86,927 Baha Blanca Parkway
LOUISE.JENKINS@sakilacustomer.org,,74671,1,Gauteng,2006-02-14 22:04:36,800716535041,LOUISE,497,83,JENKINS,1,87,929 Tallahassee Loop
SARA.PERRY@sakilacustomer.org,,67912,2,Puebla,2006-02-14 22:04:36,48417642933,SARA,40,84,PERRY,1,88,125 Citt del Vaticano Boulevard
ANNE.POWELL@sakilacustomer.org,,88002,2,England,2006-02-14 22:04:36,720998247660,ANNE,88,85,POWELL,1,89,1557 Ktahya Boulevard
JACQUELINE.LONG@sakilacustomer.org,,84931,2,Songkhla,2006-02-14 22:04:36,135117278909,JACQUELINE,489,86,LONG,1,90,870 Ashqelon Loop
WANDA.PATTERSON@sakilacustomer.org,,29932,1,Sucre,2006-02-14 22:04:36,198123170793,WANDA,480,87,PATTERSON,1,91,1740 Portoviejo Avenue
BONNIE.HUGHES@sakilacustomer.org,,82624,2,Cheju,2006-02-14 22:04:36,978987363654,BONNIE,113,88,HUGHES,1,92,1942 Ciparay Parkway
JULIA.FLORES@sakilacustomer.org,,75543,1,Buenos Aires,2006-02-14 22:04:36,846225459260,JULIA,289,89,FLORES,1,93,1926 El Alto Avenue
RUBY.WASHINGTON@sakilacustomer.org,,25958,2,Guangdong,2006-02-14 22:04:36,991562402283,RUBY,332,90,WASHINGTON,1,94,1952 Chatsworth Drive
LOIS.BUTLER@sakilacustomer.org,,52163,2,Brunei and Muara,2006-02-14 22:04:36,345679835036,LOIS,53,91,BUTLER,1,95,1370 Le Mans Avenue
TINA.SIMMONS@sakilacustomer.org,,17119,2,Gois,2006-02-14 22:04:36,132986892228,TINA,183,92,SIMMONS,1,96,984 Effon-Alaiye Avenue
PHYLLIS.FOSTER@sakilacustomer.org,,49021,1,Inner Mongolia,2006-02-14 22:04:36,275595571388,PHYLLIS,592,93,FOSTER,1,97,832 Nakhon Sawan Manor
