postal_code,address,city,address_id,phone,district,city_id,address2,country_id,country
,47 MySakila Drive,Lethbridge,1,,Alberta,300,,20,Canada
,28 MySQL Boulevard,Woodridge,2,,QLD,576,,8,Australia
,23 Workhaven Lane,Lethbridge,3,14033335568.0,Alberta,300,,20,Canada
,1411 Lillydale Drive,Woodridge,4,6172235589.0,QLD,576,,8,Australia
35200.0,1913 Hanoi Way,Sasebo,5,28303384290.0,Nagasaki,463,,50,Japan
17886.0,1121 Loja Avenue,San Bernardino,6,838635286649.0,California,449,,103,United States
83579.0,692 Joliet Street,Athenai,7,448477190408.0,Attika,38,,39,Greece
53561.0,1566 Inegöl Manor,Myingyan,8,705814003527.0,Mandalay,349,,64,Myanmar
42399.0,53 Idfu Parkway,Nantou,9,10655648674.0,Nantou,361,,92,Taiwan
18743.0,1795 Santiago de Compostela Way,Laredo,10,860452626434.0,Texas,295,,103,United States
93896.0,900 Santiago de Compostela Parkway,Kragujevac,11,716571220373.0,Central Serbia,280,,108,Yugoslavia
77948.0,478 Joliet Way,Hamilton,12,657282285970.0,Hamilton,200,,68,New Zealand
45844.0,613 Korolev Drive,Masqat,13,380657522649.0,Masqat,329,,71,Oman
53628.0,1531 Salé Drive,Esfahan,14,648856936185.0,Esfahan,162,,46,Iran
1027.0,1542 Tarlac Parkway,Sagamihara,15,635297277345.0,Kanagawa,440,,50,Japan
10672.0,808 Bhopal Manor,Yamuna Nagar,16,465887807014.0,Haryana,582,,44,India
29610.0,270 Amroha Parkway,Osmaniye,17,695479687538.0,Osmaniye,384,,97,Turkey
16266.0,770 Bydgoszcz Avenue,Citrus Heights,18,517338314235.0,California,120,,103,United States
72878.0,419 Iligan Lane,Bhopal,19,990911107354.0,Madhya Pradesh,76,,44,India
54308.0,360 Toulouse Parkway,Southend-on-Sea,20,949312333307.0,England,495,,102,United Kingdom
81766.0,270 Toulon Boulevard,Elista,21,407752414682.0,Kalmykia,156,,80,Russian Federation
43331.0,320 Brest Avenue,Kaduna,22,747791594069.0,Kaduna,252,,69,Nigeria
72192.0,1417 Lancaster Avenue,Kimberley,23,272572357893.0,Northern Cape,267,,85,South Africa
21954.0,1688 Okara Way,Mardan,24,144453869132.0,Nothwest Border Prov,327,,72,Pakistan
34418.0,262 A Coruña (La Coruña) Parkway,Tangail,25,892775750063.0,Dhaka,525,,12,Bangladesh
37551.0,28 Charlotte Amalie Street,Salé,26,161968374323.0,Rabat-Sal-Zammour-Z,443,,62,Morocco
7716.0,1780 Hino Boulevard,Liepaja,27,902731229323.0,Liepaja,303,,54,Latvia
99865.0,96 Tafuna Way,Córdoba,28,934730187245.0,Córdoba,128,,6,Argentina
99780.0,934 San Felipe de Puerto Plata Street,Shikarpur,29,196495945706.0,Sind,472,,72,Pakistan
58327.0,18 Duisburg Boulevard,Città del Vaticano,30,998009777982.0,,121,,41,Holy See (Vatican City State)
49521.0,217 Botshabelo Place,Davao,31,665356572025.0,Southern Mindanao,138,,75,Philippines
65599.0,1425 Shikarpur Manor,Munger (Monghyr),32,678220867005.0,Bihar,346,,44,India
65750.0,786 Aurora Avenue,Shimonoseki,33,18461860151.0,Yamaguchi,474,,50,Japan
50199.0,1668 Anápolis Street,Lungtan,34,525255540978.0,Taipei,316,,92,Taiwan
30348.0,33 Gorontalo Way,Kamarhati,35,745994947458.0,West Bengali,257,,44,India
65213.0,176 Mandaluyong Place,Jhansi,36,627705991774.0,Uttar Pradesh,239,,44,India
79388.0,127 Purnea (Purnia) Manor,Alessandria,37,911872220378.0,Piemonte,17,,49,Italy
94065.0,61 Tama Street,Kurashiki,38,708403338270.0,Okayama,284,,50,Japan
34021.0,391 Callao Drive,Toulouse,39,440512153169.0,Midi-Pyrnes,544,,34,France
38145.0,334 Munger (Monghyr) Lane,Arak,40,481183273622.0,Markazi,31,,46,Iran
47929.0,1440 Fukuyama Loop,Nanyang,41,912257250465.0,Henan,362,,23,China
34689.0,269 Cam Ranh Parkway,Chisinau,42,489783829737.0,Chisinau,115,,61,Moldova
3989.0,306 Antofagasta Place,Vila Velha,43,378318851631.0,Esprito Santo,569,,15,Brazil
94399.0,671 Graz Street,Nador,44,680768868518.0,Oriental,353,,62,Morocco
16744.0,42 Brindisi Place,Yerevan,45,42384721397.0,Yerevan,586,,7,Armenia
61117.0,1632 Bislig Avenue,Pak Kret,46,471675840679.0,Nonthaburi,394,,94,Thailand
48942.0,1447 Imus Way,Faaa,47,539758313890.0,Tahiti,167,,36,French Polynesia
76022.0,1998 Halifax Drive,Lipetsk,48,177727722820.0,Lipetsk,308,,80,Russian Federation
37359.0,1718 Valencia Street,Antofagasta,49,675292816413.0,Antofagasta,27,,22,Chile
23616.0,46 Pjatigorsk Lane,Moscow,50,262076994845.0,Moscow (City),343,,80,Russian Federation
52535.0,686 Garland Manor,Juazeiro do Norte,51,69493378813.0,Cear,247,,15,Brazil
69367.0,909 Garland Manor,Niznekamsk,52,705800322606.0,Tatarstan,367,,80,Russian Federation
74428.0,725 Isesaki Place,Jedda,53,876295323994.0,Mekka,237,,82,Saudi Arabia
80168.0,115 Hidalgo Parkway,Omdurman,54,307703950263.0,Khartum,379,,89,Sudan
48150.0,1135 Izumisano Parkway,Fontana,55,171822533480.0,California,171,,103,United States
4166.0,939 Probolinggo Loop,A Coruña (La Coruña),56,680428310138.0,Galicia,1,,87,Spain
38594.0,17 Kabul Boulevard,Nagareyama,57,697760867968.0,Chiba,355,,50,Japan
48980.0,1964 Allappuzha (Alleppey) Street,Iwakuni,58,920811325222.0,Yamaguchi,227,,50,Japan
57807.0,1697 Kowloon and New Kowloon Loop,Balašiha,59,499352017190.0,Moskova,49,,80,Russian Federation
