email,first_name,active,address_id,store_id,create_date,last_name,customer_id
MARY.SMITH@sakilacustomer.org,MARY,1,5,1,2006-02-14 22:04:36,SMITH,1
PATRICIA.JOHNSON@sakilacustomer.org,PATRICIA,1,6,1,2006-02-14 22:04:36,JOHNSON,2
LINDA.WILLIAMS@sakilacustomer.org,LINDA,1,7,1,2006-02-14 22:04:36,WILLIAMS,3
BARBARA.JONES@sakilacustomer.org,BARBARA,1,8,2,2006-02-14 22:04:36,JONES,4
ELIZABETH.BROWN@sakilacustomer.org,ELIZABETH,1,9,1,2006-02-14 22:04:36,BROWN,5
JENNIFER.DAVIS@sakilacustomer.org,JENNIFER,1,10,2,2006-02-14 22:04:36,DAVIS,6
MARIA.MILLER@sakilacustomer.org,MARIA,1,11,1,2006-02-14 22:04:36,MILLER,7
SUSAN.WILSON@sakilacustomer.org,SUSAN,1,12,2,2006-02-14 22:04:36,WILSON,8
MARGARET.MOORE@sakilacustomer.org,MARGARET,1,13,2,2006-02-14 22:04:36,MOORE,9
DOROTHY.TAYLOR@sakilacustomer.org,DOROTHY,1,14,1,2006-02-14 22:04:36,TAYLOR,10
LISA.ANDERSON@sakilacustomer.org,LISA,1,15,2,2006-02-14 22:04:36,ANDERSON,11
NANCY.THOMAS@sakilacustomer.org,NANCY,1,16,1,2006-02-14 22:04:36,THOMAS,12
KAREN.JACKSON@sakilacustomer.org,KAREN,1,17,2,2006-02-14 22:04:36,JACKSON,13
BETTY.WHITE@sakilacustomer.org,BETTY,1,18,2,2006-02-14 22:04:36,WHITE,14
HELEN.HARRIS@sakilacustomer.org,HELEN,1,19,1,2006-02-14 22:04:36,HARRIS,15
SANDRA.MARTIN@sakilacustomer.org,SANDRA,0,20,2,2006-02-14 22:04:36,MARTIN,16
DONNA.THOMPSON@sakilacustomer.org,DONNA,1,21,1,2006-02-14 22:04:36,THOMPSON,17
CAROL.GARCIA@sakilacustomer.org,CAROL,1,22,2,2006-02-14 22:04:36,GARCIA,18
RUTH.MARTINEZ@sakilacustomer.org,RUTH,1,23,1,2006-02-14 22:04:36,MARTINEZ,19
SHARON.ROBINSON@sakilacustomer.org,SHARON,1,24,2,2006-02-14 22:04:36,ROBINSON,20
MICHELLE.CLARK@sakilacustomer.org,MICHELLE,1,25,1,2006-02-14 22:04:36,CLARK,21
LAURA.RODRIGUEZ@sakilacustomer.org,LAURA,1,26,1,2006-02-14 22:04:36,RODRIGUEZ,22
SARAH.LEWIS@sakilacustomer.org,SARAH,1,27,2,2006-02-14 22:04:36,LEWIS,23
KIMBERLY.LEE@sakilacustomer.org,KIMBERLY,1,28,2,2006-02-14 22:04:36,LEE,24
DEBORAH.WALKER@sakilacustomer.org,DEBORAH,1,29,1,2006-02-14 22:04:36,WALKER,25
JESSICA.HALL@sakilacustomer.org,JESSICA,1,30,2,2006-02-14 22:04:36,HALL,26
SHIRLEY.ALLEN@sakilacustomer.org,SHIRLEY,1,31,2,2006-02-14 22:04:36,ALLEN,27
CYNTHIA.YOUNG@sakilacustomer.org,CYNTHIA,1,32,1,2006-02-14 22:04:36,YOUNG,28
ANGELA.HERNANDEZ@sakilacustomer.org,ANGELA,1,33,2,2006-02-14 22:04:36,HERNANDEZ,29
MELISSA.KING@sakilacustomer.org,MELISSA,1,34,1,2006-02-14 22:04:36,KING,30
BRENDA.WRIGHT@sakilacustomer.org,BRENDA,1,35,2,2006-02-14 22:04:36,WRIGHT,31
AMY.LOPEZ@sakilacustomer.org,AMY,1,36,1,2006-02-14 22:04:36,LOPEZ,32
ANNA.HILL@sakilacustomer.org,ANNA,1,37,2,2006-02-14 22:04:36,HILL,33
REBECCA.SCOTT@sakilacustomer.org,REBECCA,1,38,2,2006-02-14 22:04:36,SCOTT,34
VIRGINIA.GREEN@sakilacustomer.org,VIRGINIA,1,39,2,2006-02-14 22:04:36,GREEN,35
KATHLEEN.ADAMS@sakilacustomer.org,KATHLEEN,1,40,2,2006-02-14 22:04:36,ADAMS,36
PAMELA.BAKER@sakilacustomer.org,PAMELA,1,41,1,2006-02-14 22:04:36,BAKER,37
MARTHA.GONZALEZ@sakilacustomer.org,MARTHA,1,42,1,2006-02-14 22:04:36,GONZALEZ,38
DEBRA.NELSON@sakilacustomer.org,DEBRA,1,43,1,2006-02-14 22:04:36,NELSON,39
AMANDA.CARTER@sakilacustomer.org,AMANDA,1,44,2,2006-02-14 22:04:36,CARTER,40
