address2,postal_code,district,address_id,address,phone,city_id
,,Alberta,3,23 Workhaven Lane,14033335568,300
,,QLD,4,1411 Lillydale Drive,6172235589,576
,35200.0,Nagasaki,5,1913 Hanoi Way,28303384290,463
,17886.0,California,6,1121 Loja Avenue,838635286649,449
,83579.0,Attika,7,692 Joliet Street,448477190408,38
,53561.0,Mandalay,8,1566 Inegöl Manor,705814003527,349
,42399.0,Nantou,9,53 Idfu Parkway,10655648674,361
,18743.0,Texas,10,1795 Santiago de Compostela Way,860452626434,295
,93896.0,Central Serbia,11,900 Santiago de Compostela Parkway,716571220373,280
,77948.0,Hamilton,12,478 Joliet Way,657282285970,200
,45844.0,Masqat,13,613 Korolev Drive,380657522649,329
,53628.0,Esfahan,14,1531 Salé Drive,648856936185,162
,1027.0,Kanagawa,15,1542 Tarlac Parkway,635297277345,440
,10672.0,Haryana,16,808 Bhopal Manor,465887807014,582
,29610.0,Osmaniye,17,270 Amroha Parkway,695479687538,384
,16266.0,California,18,770 Bydgoszcz Avenue,517338314235,120
,72878.0,Madhya Pradesh,19,419 Iligan Lane,990911107354,76
,54308.0,England,20,360 Toulouse Parkway,949312333307,495
,81766.0,Kalmykia,21,270 Toulon Boulevard,407752414682,156
,43331.0,Kaduna,22,320 Brest Avenue,747791594069,252
,72192.0,Northern Cape,23,1417 Lancaster Avenue,272572357893,267
,21954.0,Nothwest Border Prov,24,1688 Okara Way,144453869132,327
,34418.0,Dhaka,25,262 A Coruña (La Coruña) Parkway,892775750063,525
,37551.0,Rabat-Sal-Zammour-Z,26,28 Charlotte Amalie Street,161968374323,443
,7716.0,Liepaja,27,1780 Hino Boulevard,902731229323,303
,99865.0,Córdoba,28,96 Tafuna Way,934730187245,128
,99780.0,Sind,29,934 San Felipe de Puerto Plata Street,196495945706,472
,58327.0,,30,18 Duisburg Boulevard,998009777982,121
,49521.0,Southern Mindanao,31,217 Botshabelo Place,665356572025,138
,65599.0,Bihar,32,1425 Shikarpur Manor,678220867005,346
,65750.0,Yamaguchi,33,786 Aurora Avenue,18461860151,474
,50199.0,Taipei,34,1668 Anápolis Street,525255540978,316
,30348.0,West Bengali,35,33 Gorontalo Way,745994947458,257
,65213.0,Uttar Pradesh,36,176 Mandaluyong Place,627705991774,239
,79388.0,Piemonte,37,127 Purnea (Purnia) Manor,911872220378,17
,94065.0,Okayama,38,61 Tama Street,708403338270,284
,34021.0,Midi-Pyrnes,39,391 Callao Drive,440512153169,544
,38145.0,Markazi,40,334 Munger (Monghyr) Lane,481183273622,31
,47929.0,Henan,41,1440 Fukuyama Loop,912257250465,362
