cliente_id,negozio_id,nome,cognome,email,indirizzo_id,attivo,data_creazione
253,1,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,258,1,2006-02-14 22:04:36
177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,181,1,2006-02-14 22:04:36
494,2,RAMON,CHOATE,RAMON.CHOATE@sakilacustomer.org,499,1,2006-02-14 22:04:37
488,2,SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org,493,1,2006-02-14 22:04:37
207,1,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,211,1,2006-02-14 22:04:36
217,2,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,221,1,2006-02-14 22:04:36
377,1,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,382,1,2006-02-14 22:04:37
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,141,1,2006-02-14 22:04:36
522,2,ARNOLD,HAVENS,ARNOLD.HAVENS@sakilacustomer.org,528,1,2006-02-14 22:04:37
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,139,1,2006-02-14 22:04:36
528,1,CLAUDE,HERZOG,CLAUDE.HERZOG@sakilacustomer.org,534,1,2006-02-14 22:04:37
413,2,MARVIN,YEE,MARVIN.YEE@sakilacustomer.org,418,1,2006-02-14 22:04:37
435,2,RICKY,SHELBY,RICKY.SHELBY@sakilacustomer.org,440,1,2006-02-14 22:04:37
69,2,JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,73,1,2006-02-14 22:04:36
245,1,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,249,1,2006-02-14 22:04:36
84,2,SARA,PERRY,SARA.PERRY@sakilacustomer.org,88,1,2006-02-14 22:04:36
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,162,1,2006-02-14 22:04:36
388,2,CRAIG,MORRELL,CRAIG.MORRELL@sakilacustomer.org,393,1,2006-02-14 22:04:37
264,1,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,269,1,2006-02-14 22:04:36
578,2,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,584,1,2006-02-14 22:04:37
565,2,JAIME,NETTLES,JAIME.NETTLES@sakilacustomer.org,571,1,2006-02-14 22:04:37
536,2,FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,542,1,2006-02-14 22:04:37
431,2,JOEL,FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org,436,1,2006-02-14 22:04:37
214,1,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,218,1,2006-02-14 22:04:36
526,2,KARL,SEAL,KARL.SEAL@sakilacustomer.org,532,1,2006-02-14 22:04:37
271,1,PENNY,NEAL,PENNY.NEAL@sakilacustomer.org,276,0,2006-02-14 22:04:36
167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,171,1,2006-02-14 22:04:36
561,2,IAN,STILL,IAN.STILL@sakilacustomer.org,567,1,2006-02-14 22:04:37
302,1,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,307,1,2006-02-14 22:04:37
74,1,DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,78,1,2006-02-14 22:04:36
329,2,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,334,1,2006-02-14 22:04:37
222,2,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,226,1,2006-02-14 22:04:36
248,1,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,252,1,2006-02-14 22:04:36
425,2,FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,430,1,2006-02-14 22:04:37
108,1,TRACY,COLE,TRACY.COLE@sakilacustomer.org,112,1,2006-02-14 22:04:36
334,2,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,339,1,2006-02-14 22:04:37
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,161,1,2006-02-14 22:04:36
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,143,1,2006-02-14 22:04:36
204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,1,2006-02-14 22:04:36
571,2,JOHNNIE,CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,577,1,2006-02-14 22:04:37
506,2,LESLIE,SEWARD,LESLIE.SEWARD@sakilacustomer.org,511,1,2006-02-14 22:04:37
240,1,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,244,1,2006-02-14 22:04:36
100,1,ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,104,1,2006-02-14 22:04:36
467,2,ALVIN,DELOACH,ALVIN.DELOACH@sakilacustomer.org,472,1,2006-02-14 22:04:37
550,2,GUY,BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,556,1,2006-02-14 22:04:37
35,2,VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,39,1,2006-02-14 22:04:36
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,173,0,2006-02-14 22:04:36
531,2,JAMIE,WAUGH,JAMIE.WAUGH@sakilacustomer.org,537,1,2006-02-14 22:04:37
103,1,GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,107,1,2006-02-14 22:04:36
259,2,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,264,1,2006-02-14 22:04:36
557,1,FELIX,GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,563,1,2006-02-14 22:04:37
414,1,VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org,419,1,2006-02-14 22:04:37
587,1,SERGIO,STANFIELD,SERGIO.STANFIELD@sakilacustomer.org,593,1,2006-02-14 22:04:37
495,2,CHARLIE,BESS,CHARLIE.BESS@sakilacustomer.org,500,1,2006-02-14 22:04:37
350,1,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,355,1,2006-02-14 22:04:37
558,1,JIMMIE,EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,564,0,2006-02-14 22:04:37
459,1,TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,464,1,2006-02-14 22:04:37
331,1,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,336,1,2006-02-14 22:04:37
274,1,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,279,1,2006-02-14 22:04:37
72,2,THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,76,1,2006-02-14 22:04:36
5,1,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,9,1,2006-02-14 22:04:36
484,1,ROBERTO,VU,ROBERTO.VU@sakilacustomer.org,489,1,2006-02-14 22:04:37
206,1,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,210,1,2006-02-14 22:04:36
200,2,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,204,1,2006-02-14 22:04:36
297,1,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,302,1,2006-02-14 22:04:37
525,2,ADRIAN,CLARY,ADRIAN.CLARY@sakilacustomer.org,531,1,2006-02-14 22:04:37
556,2,ARMANDO,GRUBER,ARMANDO.GRUBER@sakilacustomer.org,562,1,2006-02-14 22:04:37
463,2,DARRELL,POWER,DARRELL.POWER@sakilacustomer.org,468,1,2006-02-14 22:04:37
503,1,ANGEL,BARCLAY,ANGEL.BARCLAY@sakilacustomer.org,508,1,2006-02-14 22:04:37
76,2,IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,80,1,2006-02-14 22:04:36
499,2,MARC,OUTLAW,MARC.OUTLAW@sakilacustomer.org,504,1,2006-02-14 22:04:37
418,2,JEFF,EAST,JEFF.EAST@sakilacustomer.org,423,1,2006-02-14 22:04:37
569,2,DAVE,GARDINER,DAVE.GARDINER@sakilacustomer.org,575,1,2006-02-14 22:04:37
454,2,ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org,459,1,2006-02-14 22:04:37
509,1,RAUL,FORTIER,RAUL.FORTIER@sakilacustomer.org,514,1,2006-02-14 22:04:37
