cliente_id,negozio_id,nome,cognome,email,attivo,data_creazione,indirizzo_id,indirizzo,indirizzo2,distretto,città_id,codice_postale,telefono
314,1,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,1,2006-02-14 22:04:37,319,1957 Yantai Lane,,São Paulo,490,59255,704948322302
177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,1,2006-02-14 22:04:36,181,146 Johannesburg Way,,Tamaulipas,330,54132,953689007081
263,1,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,1,2006-02-14 22:04:36,268,1831 Nam Dinh Loop,,National Capital Reg,323,51990,322888976727
456,2,RONNIE,RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,1,2006-02-14 22:04:37,461,1889 Valparai Way,,Ziguinchor,600,75559,670370974122
24,2,KIMBERLY,LEE,KIMBERLY.LEE@sakilacustomer.org,1,2006-02-14 22:04:36,28,96 Tafuna Way,,Córdoba,128,99865,934730187245
424,2,KYLE,SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,1,2006-02-14 22:04:37,429,1269 Botosani Manor,,Guangdong,468,47394,736517327853
333,2,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,1,2006-02-14 22:04:37,338,431 Székesfehérvár Avenue,,Baki,48,57828,119501405123
289,1,VIOLET,RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,1,2006-02-14 22:04:37,294,1912 Allende Manor,,Kowloon and New Kowl,279,58124,172262454487
33,2,ANNA,HILL,ANNA.HILL@sakilacustomer.org,1,2006-02-14 22:04:36,37,127 Purnea (Purnia) Manor,,Piemonte,17,79388,911872220378
291,1,TONI,HOLT,TONI.HOLT@sakilacustomer.org,1,2006-02-14 22:04:37,296,1936 Cumaná Avenue,,Virginia,433,61195,976798660411
544,2,CODY,NOLEN,CODY.NOLEN@sakilacustomer.org,1,2006-02-14 22:04:37,550,1715 Okayama Street,,São Paulo,485,55676,169352919175
104,1,RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,1,2006-02-14 22:04:36,108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720,449216226468
185,1,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,1,2006-02-14 22:04:36,189,927 Barcelona Street,,Chaharmahal va Bakht,467,65121,951486492670
101,1,PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,1,2006-02-14 22:04:36,105,733 Mandaluyong Place,,Asir,2,77459,196568435814
310,2,DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,1,2006-02-14 22:04:37,315,543 Bergamo Avenue,,Minas Gerais,215,59686,103602195112
488,2,SHANE,MILLARD,SHANE.MILLARD@sakilacustomer.org,1,2006-02-14 22:04:37,493,184 Mandaluyong Street,,Baja California Sur,288,94239,488425406814
566,1,CASEY,MENA,CASEY.MENA@sakilacustomer.org,1,2006-02-14 22:04:37,572,539 Hami Way,,Tokat,538,52196,525518075499
296,2,RAMONA,HALE,RAMONA.HALE@sakilacustomer.org,1,2006-02-14 22:04:37,301,951 Stara Zagora Manor,,Punjab,400,98573,429925609431
299,2,JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,1,2006-02-14 22:04:37,304,1635 Kuwana Boulevard,,Hiroshima,205,52137,710603868323
273,2,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,1,2006-02-14 22:04:37,278,144 South Hill Loop,,Guanajuato,445,2012,45387294817
578,2,WILLARD,LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,1,2006-02-14 22:04:37,584,1819 Alessandria Loop,,Campeche,103,53829,377633994405
450,1,JAY,ROBB,JAY.ROBB@sakilacustomer.org,1,2006-02-14 22:04:37,455,1947 Paarl Way,,Central Java,509,23636,834061016202
338,1,DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,1,2006-02-14 22:04:37,343,1443 Mardan Street,,Western Cape,392,31483,231383037471
411,1,NORMAN,CURRIER,NORMAN.CURRIER@sakilacustomer.org,1,2006-02-14 22:04:37,416,1445 Carmen Parkway,,West Java,117,70809,598912394463
98,1,LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,1,2006-02-14 22:04:36,102,669 Firozabad Loop,,Abu Dhabi,12,92265,412903167998
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,1,2006-02-14 22:04:36,179,431 Xi´angtan Avenue,,Kerala,18,4854,230250973122
300,1,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,1,2006-02-14 22:04:37,305,41 El Alto Parkway,,Maharashtra,398,56883,51917807050
536,2,FERNANDO,CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,1,2006-02-14 22:04:37,542,193 Bhusawal Place,,Kang-won,539,9750,745267607502
212,2,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,1,2006-02-14 22:04:36,216,660 Jedda Boulevard,,Washington,65,25053,168758068397
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,1,2006-02-14 22:04:36,157,456 Escobar Way,,Jakarta Raya,232,36061,719202533520
51,1,ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,1,2006-02-14 22:04:36,55,1135 Izumisano Parkway,,California,171,48150,171822533480
451,1,JIM,REA,JIM.REA@sakilacustomer.org,1,2006-02-14 22:04:37,456,814 Simferopol Loop,,Sinaloa,154,48745,524567129902
95,2,PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,1,2006-02-14 22:04:36,99,1697 Tanauan Lane,,Punjab,399,22870,4764773857
164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,1,2006-02-14 22:04:36,168,842 Salzburg Lane,,Adana,529,3313,697151428760
62,1,JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,1,2006-02-14 22:04:36,66,1717 Guadalajara Lane,,Missouri,441,85505,914090181665
244,2,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,1,2006-02-14 22:04:36,248,582 Papeete Loop,,Central Visayas,294,27722,569868543137
322,1,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,1,2006-02-14 22:04:37,327,1427 A Coruña (La Coruña) Place,,Buenos Aires,45,85799,972574862516
205,2,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,1,2006-02-14 22:04:36,209,1679 Antofagasta Street,,Alto Paran,122,86599,905903574913
9,2,MARGARET,MOORE,MARGARET.MOORE@sakilacustomer.org,1,2006-02-14 22:04:36,13,613 Korolev Drive,,Masqat,329,45844,380657522649
183,2,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,1,2006-02-14 22:04:36,187,1839 Székesfehérvár Parkway,,Gois,317,55709,947468818183
543,1,LANCE,PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,1,2006-02-14 22:04:37,549,454 Qinhuangdao Drive,,Tadla-Azilal,68,25866,786270036240
503,1,ANGEL,BARCLAY,ANGEL.BARCLAY@sakilacustomer.org,1,2006-02-14 22:04:37,508,496 Celaya Drive,,Nagano,552,90797,759586584889
222,2,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,1,2006-02-14 22:04:36,226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431,516331171356
204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,1,2006-02-14 22:04:36,208,1215 Pyongyang Parkway,,Usak,557,25238,646237101779
241,2,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,0,2006-02-14 22:04:36,245,1103 Bilbays Parkway,,Hubei,578,87660,279979529227
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,2006-02-14 22:04:36,159,185 Novi Sad Place,,Bern,72,41778,904253967161
247,1,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,1,2006-02-14 22:04:36,251,1473 Changhwa Parkway,,Mxico,124,75933,266798132374
394,2,CHRIS,BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,1,2006-02-14 22:04:37,399,331 Bydgoszcz Parkway,,Asturia,181,966,537374465982
552,2,HUGH,WALDROP,HUGH.WALDROP@sakilacustomer.org,1,2006-02-14 22:04:37,558,904 Clarksville Drive,,Zhejiang,193,52234,955349440539
385,1,PHILLIP,HOLM,PHILLIP.HOLM@sakilacustomer.org,1,2006-02-14 22:04:37,390,102 Chapra Drive,,Ibaragi,521,14073,776031833752
595,1,TERRENCE,GUNDERSON,TERRENCE.GUNDERSON@sakilacustomer.org,1,2006-02-14 22:04:37,601,844 Bucuresti Place,,Liaoning,242,36603,935952366111
573,1,BYRON,BOX,BYRON.BOX@sakilacustomer.org,1,2006-02-14 22:04:37,579,521 San Juan Bautista Tuxtepec Place,,Qaraghandy,598,95093,844018348565
197,2,SUE,PETERS,SUE.PETERS@sakilacustomer.org,1,2006-02-14 22:04:36,201,817 Bradford Loop,,Ji´angsu,109,89459,264286442804
497,2,GILBERT,SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,1,2006-02-14 22:04:37,502,1515 Korla Way,,England,589,57197,959467760895
313,2,DONALD,MAHON,DONALD.MAHON@sakilacustomer.org,1,2006-02-14 22:04:37,318,1774 Yaoundé Place,,Hubei,166,91400,613124286867
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,1,2006-02-14 22:04:36,155,1560 Jelets Boulevard,,Shandong,291,77777,189446090264
340,1,PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,1,2006-02-14 22:04:37,345,68 Ponce Parkway,,Hanoi,201,85926,870635127812
255,2,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,1,2006-02-14 22:04:36,260,127 Iwakuni Boulevard,,Central Luzon,192,20777,987442542471
54,1,TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,1,2006-02-14 22:04:36,58,1964 Allappuzha (Alleppey) Street,,Yamaguchi,227,48980,920811325222
440,1,BERNARD,COLBY,BERNARD.COLBY@sakilacustomer.org,1,2006-02-14 22:04:37,445,495 Bhimavaram Lane,,Maharashtra,144,3,82088937724
362,1,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,1,2006-02-14 22:04:37,367,1163 London Parkway,,Par,66,6066,675120358494
236,1,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,1,2006-02-14 22:04:36,240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727,727785483194
216,1,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,1,2006-02-14 22:04:36,220,1201 Qomsheh Manor,,Gois,28,21464,873492228462
178,2,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,1,2006-02-14 22:04:36,182,1891 Rizhao Boulevard,,São Paulo,456,47288,391065549876
26,2,JESSICA,HALL,JESSICA.HALL@sakilacustomer.org,1,2006-02-14 22:04:36,30,18 Duisburg Boulevard,,,121,58327,998009777982
364,1,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,1,2006-02-14 22:04:37,369,817 Laredo Avenue,,Jalisco,188,77449,151249681135
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,1,2006-02-14 22:04:36,143,1029 Dzerzinsk Manor,,Ynlin,542,57519,33173584456
220,2,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1,2006-02-14 22:04:36,224,1842 Luziânia Boulevard,,Zanzibar West,593,94420,706878974831
326,1,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,1,2006-02-14 22:04:37,331,1016 Iwakuni Street,,St George,269,49833,961370847344
511,1,CHESTER,BENNER,CHESTER.BENNER@sakilacustomer.org,1,2006-02-14 22:04:37,516,1574 Goiânia Boulevard,,Heilongjiang,502,39529,59634255214
206,1,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,1,2006-02-14 22:04:36,210,1304 ´s-Hertogenbosch Way,,Santa Catarina,83,10925,90336226227
396,1,EARL,SHANKS,EARL.SHANKS@sakilacustomer.org,1,2006-02-14 22:04:37,401,168 Cianjur Manor,,Saitama,228,73824,679095087143
510,2,BEN,EASTER,BEN.EASTER@sakilacustomer.org,0,2006-02-14 22:04:37,515,886 Tonghae Place,,Volgograd,259,19450,711928348157
2,1,PATRICIA,JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,1,2006-02-14 22:04:36,6,1121 Loja Avenue,,California,449,17886,838635286649
459,1,TOMMY,COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,1,2006-02-14 22:04:37,464,76 Kermanshah Manor,,Esfahan,423,23343,762361821578
346,1,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,1,2006-02-14 22:04:37,351,1157 Nyeri Loop,,Adygea,320,56380,262744791493
235,1,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,1,2006-02-14 22:04:36,239,98 Stara Zagora Boulevard,,Valle,96,76448,610173756082
555,1,DWIGHT,LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,1,2006-02-14 22:04:37,561,1497 Fengshan Drive,,KwaZulu-Natal,112,63022,368738360376
546,1,KELLY,KNOTT,KELLY.KNOTT@sakilacustomer.org,1,2006-02-14 22:04:37,552,390 Wroclaw Way,,Hainan,462,5753,357593328658
517,2,BRAD,MCCURDY,BRAD.MCCURDY@sakilacustomer.org,1,2006-02-14 22:04:37,523,608 Birgunj Parkway,,Taipei,116,400,627425618482
83,1,LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,1,2006-02-14 22:04:36,87,929 Tallahassee Loop,,Gauteng,497,74671,800716535041
301,2,ROBERT,BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,1,2006-02-14 22:04:37,306,1883 Maikop Lane,,Kaliningrad,254,68469,96110042435
354,2,JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,1,2006-02-14 22:04:37,359,519 Nyeri Manor,,São Paulo,461,37650,764680915323
567,2,ALFREDO,MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,1,2006-02-14 22:04:37,573,1407 Surakarta Manor,,Moskova,466,33224,324346485054
560,1,JORDAN,ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,1,2006-02-14 22:04:37,566,1229 Varanasi (Benares) Manor,,Buenos Aires,43,40195,817740355461
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,2006-02-14 22:04:36,173,1294 Firozabad Drive,,Ji´angxi,407,70618,161801569569
297,1,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,1,2006-02-14 22:04:37,302,922 Vila Velha Loop,,Maharashtra,9,4085,510737228015
448,1,MIGUEL,BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,1,2006-02-14 22:04:37,453,319 Springs Loop,,Baijeri,160,99552,72524459905
48,1,ANN,EVANS,ANN.EVANS@sakilacustomer.org,1,2006-02-14 22:04:36,52,909 Garland Manor,,Tatarstan,367,69367,705800322606
15,1,HELEN,HARRIS,HELEN.HARRIS@sakilacustomer.org,1,2006-02-14 22:04:36,19,419 Iligan Lane,,Madhya Pradesh,76,72878,990911107354
237,1,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,1,2006-02-14 22:04:36,241,647 A Coruña (La Coruña) Street,,Chollanam,357,36971,792557457753
383,1,MARTIN,BALES,MARTIN.BALES@sakilacustomer.org,1,2006-02-14 22:04:37,388,368 Huánuco Boulevard,,Namibe,360,17165,106439158941
349,2,JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,1,2006-02-14 22:04:37,354,953 Hodeida Street,,Southern Tagalog,221,18841,53912826864
312,2,MARK,RINEHART,MARK.RINEHART@sakilacustomer.org,1,2006-02-14 22:04:37,317,780 Kimberley Way,,Tabuk,515,17032,824396883951
336,1,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,1,2006-02-14 22:04:37,341,1920 Weifang Avenue,,Uttar Pradesh,427,15643,869507847714
240,1,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,1,2006-02-14 22:04:36,244,1148 Saarbrücken Parkway,,Fukushima,226,1921,137773001988
359,2,WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,1,2006-02-14 22:04:37,364,1623 Kingstown Drive,,Buenos Aires,20,91299,296394569728
598,1,WADE,DELVALLE,WADE.DELVALLE@sakilacustomer.org,1,2006-02-14 22:04:37,604,1331 Usak Boulevard,,Vaud,296,61960,145308717464
194,2,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,1,2006-02-14 22:04:36,198,345 Oshawa Boulevard,,Tokyo-to,204,32114,104491201771
109,2,EDNA,WEST,EDNA.WEST@sakilacustomer.org,1,2006-02-14 22:04:36,113,682 Junan Way,,North West,273,30418,622255216127
464,1,JEROME,KENYON,JEROME.KENYON@sakilacustomer.org,1,2006-02-14 22:04:37,469,1872 Toulon Loop,,OHiggins,428,7939,928809465153
514,2,FRANKLIN,TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,1,2006-02-14 22:04:37,520,1778 Gijón Manor,,Hubei,594,35156,288910576761
280,2,TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,1,2006-02-14 22:04:37,285,1006 Santa Bárbara d´Oeste Manor,,Ondo & Ekiti,389,36229,85059738746
452,1,TOM,MILNER,TOM.MILNER@sakilacustomer.org,1,2006-02-14 22:04:37,457,535 Ahmadnagar Manor,,Abu Dhabi,3,41136,985109775584
405,1,LEONARD,SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,1,2006-02-14 22:04:37,410,88 Nagaon Manor,,Buenos Aires,524,86868,779461480495
496,2,TYLER,WREN,TYLER.WREN@sakilacustomer.org,1,2006-02-14 22:04:37,501,1060 Tandil Lane,,Shandong,432,72349,211256301880
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,1,2006-02-14 22:04:36,167,1287 Xi´angfan Boulevard,,Gifu,253,57844,819416131190
262,2,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,1,2006-02-14 22:04:36,267,816 Cayenne Parkway,,Manab,414,93629,282874611748
86,2,JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,1,2006-02-14 22:04:36,90,870 Ashqelon Loop,,Songkhla,489,84931,135117278909
214,1,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,1,2006-02-14 22:04:36,218,226 Brest Manor,,California,508,2299,785881412500
329,2,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,1,2006-02-14 22:04:37,334,1816 Bydgoszcz Loop,,Dhaka,234,64308,965273813662
454,2,ALEX,GRESHAM,ALEX.GRESHAM@sakilacustomer.org,1,2006-02-14 22:04:37,459,251 Florencia Drive,,Michoacn de Ocampo,556,16119,118011831565
588,1,MARION,OCAMPO,MARION.OCAMPO@sakilacustomer.org,1,2006-02-14 22:04:37,594,1464 Kursk Parkway,,Shandong,574,17381,338758048786
414,1,VINCENT,RALSTON,VINCENT.RALSTON@sakilacustomer.org,1,2006-02-14 22:04:37,419,397 Sunnyvale Avenue,,Guanajuato,19,55566,680851640676
413,2,MARVIN,YEE,MARVIN.YEE@sakilacustomer.org,1,2006-02-14 22:04:37,418,126 Acuña Parkway,,West Bengali,71,58888,480039662421
43,2,CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,1,2006-02-14 22:04:36,47,1447 Imus Way,,Tahiti,167,48942,539758313890
579,2,DARYL,LARUE,DARYL.LARUE@sakilacustomer.org,1,2006-02-14 22:04:37,585,1208 Tama Loop,,Ninawa,344,73605,954786054144
93,1,PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,1,2006-02-14 22:04:36,97,832 Nakhon Sawan Manor,,Inner Mongolia,592,49021,275595571388
406,1,NATHAN,RUNYON,NATHAN.RUNYON@sakilacustomer.org,0,2006-02-14 22:04:37,411,264 Bhimavaram Manor,,St Thomas,111,54749,302526949177
547,1,KURT,EMMONS,KURT.EMMONS@sakilacustomer.org,1,2006-02-14 22:04:37,553,1421 Quilmes Lane,,Ishikawa,260,19151,135407755975
344,1,HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,1,2006-02-14 22:04:37,349,1516 Escobar Drive,,Tongatapu,370,46069,64536069371
210,2,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,1,2006-02-14 22:04:36,214,751 Lima Loop,,Aden,7,99405,756460337785
89,1,JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,1,2006-02-14 22:04:36,93,1926 El Alto Avenue,,Buenos Aires,289,75543,846225459260
257,2,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,1,2006-02-14 22:04:36,262,771 Yaoundé Manor,,Sofala,64,86768,245477603573
294,2,SHELLY,WATTS,SHELLY.WATTS@sakilacustomer.org,1,2006-02-14 22:04:37,299,32 Pudukkottai Lane,,Ohio,140,38834,967274728547
107,1,FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,1,2006-02-14 22:04:36,111,1532 Dzerzinsk Way,,Buenos Aires,334,9599,330838016880
401,2,TONY,CARRANZA,TONY.CARRANZA@sakilacustomer.org,1,2006-02-14 22:04:37,406,454 Patiala Lane,,Fukushima,276,13496,794553031307
421,1,LEE,HAWKS,LEE.HAWKS@sakilacustomer.org,1,2006-02-14 22:04:37,426,1661 Abha Drive,,Tamil Nadu,416,14400,270456873752
489,1,RICARDO,MEADOR,RICARDO.MEADOR@sakilacustomer.org,1,2006-02-14 22:04:37,494,591 Sungai Petani Drive,,Okayama,376,46400,37247325001
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,2006-02-14 22:04:36,154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444,632316273199
37,1,PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,1,2006-02-14 22:04:36,41,1440 Fukuyama Loop,,Henan,362,47929,912257250465
317,2,EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,1,2006-02-14 22:04:37,322,1359 Zhoushan Parkway,,Streymoyar,545,29763,46568045367
5,1,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,2006-02-14 22:04:36,9,53 Idfu Parkway,,Nantou,361,42399,10655648674
323,2,MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,1,2006-02-14 22:04:37,328,479 San Felipe del Progreso Avenue,,Morelos,130,54949,869051782691
30,1,MELISSA,KING,MELISSA.KING@sakilacustomer.org,1,2006-02-14 22:04:36,34,1668 Anápolis Street,,Taipei,316,50199,525255540978
