store_id,active,first_name,last_name,create_date,address_id,email,customer_id
1,1,MARY,SMITH,2006-02-14 22:04:36,5,MARY.SMITH@sakilacustomer.org,1
1,1,PATRICIA,JOHNSON,2006-02-14 22:04:36,6,PATRICIA.JOHNSON@sakilacustomer.org,2
1,1,LINDA,WILLIAMS,2006-02-14 22:04:36,7,LINDA.WILLIAMS@sakilacustomer.org,3
2,1,BARBARA,JONES,2006-02-14 22:04:36,8,BARBARA.JONES@sakilacustomer.org,4
1,1,ELIZABETH,BROWN,2006-02-14 22:04:36,9,ELIZABETH.BROWN@sakilacustomer.org,5
2,1,JENNIFER,DAVIS,2006-02-14 22:04:36,10,JENNIFER.DAVIS@sakilacustomer.org,6
1,1,MARIA,MILLER,2006-02-14 22:04:36,11,MARIA.MILLER@sakilacustomer.org,7
2,1,SUSAN,WILSON,2006-02-14 22:04:36,12,SUSAN.WILSON@sakilacustomer.org,8
2,1,MARGARET,MOORE,2006-02-14 22:04:36,13,MARGARET.MOORE@sakilacustomer.org,9
1,1,DOROTHY,TAYLOR,2006-02-14 22:04:36,14,DOROTHY.TAYLOR@sakilacustomer.org,10
2,1,LISA,ANDERSON,2006-02-14 22:04:36,15,LISA.ANDERSON@sakilacustomer.org,11
1,1,NANCY,THOMAS,2006-02-14 22:04:36,16,NANCY.THOMAS@sakilacustomer.org,12
2,1,KAREN,JACKSON,2006-02-14 22:04:36,17,KAREN.JACKSON@sakilacustomer.org,13
2,1,BETTY,WHITE,2006-02-14 22:04:36,18,BETTY.WHITE@sakilacustomer.org,14
1,1,HELEN,HARRIS,2006-02-14 22:04:36,19,HELEN.HARRIS@sakilacustomer.org,15
2,0,SANDRA,MARTIN,2006-02-14 22:04:36,20,SANDRA.MARTIN@sakilacustomer.org,16
1,1,DONNA,THOMPSON,2006-02-14 22:04:36,21,DONNA.THOMPSON@sakilacustomer.org,17
2,1,CAROL,GARCIA,2006-02-14 22:04:36,22,CAROL.GARCIA@sakilacustomer.org,18
1,1,RUTH,MARTINEZ,2006-02-14 22:04:36,23,RUTH.MARTINEZ@sakilacustomer.org,19
2,1,SHARON,ROBINSON,2006-02-14 22:04:36,24,SHARON.ROBINSON@sakilacustomer.org,20
1,1,MICHELLE,CLARK,2006-02-14 22:04:36,25,MICHELLE.CLARK@sakilacustomer.org,21
1,1,LAURA,RODRIGUEZ,2006-02-14 22:04:36,26,LAURA.RODRIGUEZ@sakilacustomer.org,22
2,1,SARAH,LEWIS,2006-02-14 22:04:36,27,SARAH.LEWIS@sakilacustomer.org,23
2,1,KIMBERLY,LEE,2006-02-14 22:04:36,28,KIMBERLY.LEE@sakilacustomer.org,24
1,1,DEBORAH,WALKER,2006-02-14 22:04:36,29,DEBORAH.WALKER@sakilacustomer.org,25
2,1,JESSICA,HALL,2006-02-14 22:04:36,30,JESSICA.HALL@sakilacustomer.org,26
2,1,SHIRLEY,ALLEN,2006-02-14 22:04:36,31,SHIRLEY.ALLEN@sakilacustomer.org,27
1,1,CYNTHIA,YOUNG,2006-02-14 22:04:36,32,CYNTHIA.YOUNG@sakilacustomer.org,28
